weekyear,Equipment Type,Container Size,Location,Export Units,Import Units,Imbalance
2022-49,Reefer,20,B,480,656,176
2022-49,Reefer,20,C,176,176,0
2022-49,Reefer,20,E,48,16,-32
2022-49,Reefer,20,F,64,16,-48
2022-49,Reefer,20,G,192,64,-128
2022-49,Reefer,40,A,19408,5088,-14320
2022-49,Reefer,40,B,17120,14448,-2672
2022-49,Reefer,40,C,13056,11648,-1408
2022-49,Reefer,40,D,0,48,48
2022-49,Reefer,40,E,1600,688,-912
2022-49,Reefer,40,F,1904,592,-1312
2022-49,Reefer,40,G,3968,2096,-1872
2022-50,Dry,20,A,62352,31104,-31248
2022-50,Dry,20,B,114800,80864,-33936
2022-50,Dry,20,C,16944,38368,21424
2022-50,Dry,20,D,112,16,-96
2022-50,Dry,20,E,11680,15776,4096
2022-50,Dry,20,F,11424,5520,-5904
2022-50,Dry,20,G,23904,8976,-14928
2022-50,Dry,40,A,90512,53968,-36544
2022-50,Dry,40,B,127600,96576,-31024
2022-50,Dry,40,C,18576,44816,26240
2022-50,Dry,40,D,768,48,-720
2022-50,Dry,40,E,24560,17072,-7488
2022-50,Dry,40,F,24080,12528,-11552
2022-50,Dry,40,G,10704,29104,18400
2022-50,Reefer,20,A,608,16,-592
2022-50,Reefer,20,B,240,240,0
2022-50,Reefer,20,C,176,208,32
2022-50,Reefer,20,E,96,64,-32
2022-50,Reefer,20,F,400,0,-400
2022-50,Reefer,20,G,224,0,-224
2022-50,Reefer,40,A,18848,6192,-12656
2022-50,Reefer,40,B,18640,26416,7776
2022-50,Reefer,40,C,13488,12224,-1264
2022-50,Reefer,40,E,992,400,-592
2022-50,Reefer,40,F,3840,880,-2960
2022-50,Reefer,40,G,9824,2000,-7824
2022-51,Dry,20,A,48896,22432,-26464
2022-51,Dry,20,B,82480,96144,13664
2022-51,Dry,20,C,23552,13072,-10480
2022-51,Dry,20,D,0,112,112
2022-51,Dry,20,E,9232,9264,32
2022-51,Dry,20,F,6704,4464,-2240
2022-51,Dry,20,G,22720,3872,-18848
2022-51,Dry,40,A,74400,35568,-38832
2022-51,Dry,40,B,113776,125520,11744
2022-51,Dry,40,C,23872,22816,-1056
2022-51,Dry,40,D,896,96,-800
2022-51,Dry,40,E,15216,8784,-6432
2022-51,Dry,40,F,16080,13296,-2784
2022-51,Dry,40,G,11680,9904,-1776
2022-51,Reefer,20,A,592,16,-576
2022-51,Reefer,20,B,576,288,-288
2022-51,Reefer,20,C,80,224,144
2022-51,Reefer,20,E,128,16,-112
2022-51,Reefer,20,F,192,64,-128
2022-51,Reefer,40,A,14656,5824,-8832
2022-51,Reefer,40,B,19200,12896,-6304
2022-51,Reefer,40,C,10064,13936,3872
2022-51,Reefer,40,D,0,32,32
2022-51,Reefer,40,E,608,304,-304
2022-51,Reefer,40,F,2912,576,-2336
2022-51,Reefer,40,G,5056,1072,-3984
2022-52,Dry,20,A,41632,31808,-9824
2022-52,Dry,20,B,69024,99248,30224
2022-52,Dry,20,C,18848,12592,-6256
2022-52,Dry,20,D,0,80,80
2022-52,Dry,20,E,12784,15536,2752
2022-52,Dry,20,F,6480,3520,-2960
2022-52,Dry,20,G,16368,4480,-11888
2022-52,Dry,40,A,57568,43888,-13680
2022-52,Dry,40,B,81408,120496,39088
2022-52,Dry,40,C,22464,16160,-6304
2022-52,Dry,40,D,416,48,-368
2022-52,Dry,40,E,33232,21680,-11552
2022-52,Dry,40,F,17280,15056,-2224
2022-52,Dry,40,G,10784,13792,3008
2022-52,Reefer,20,A,384,32,-352
2022-52,Reefer,20,B,96,896,800
2022-52,Reefer,20,C,256,96,-160
2022-52,Reefer,20,E,32,64,32
2022-52,Reefer,20,F,64,16,-48
2022-52,Reefer,20,G,0,16,16
2022-52,Reefer,40,A,12448,1296,-11152
2022-52,Reefer,40,B,10208,10224,16
2022-52,Reefer,40,C,7328,18320,10992
2022-52,Reefer,40,E,1040,400,-640
2022-52,Reefer,40,F,2768,656,-2112
2022-52,Reefer,40,G,3648,2608,-1040
2023-01,Dry,20,A,50864,35296,-15568
2023-01,Dry,20,B,121920,133984,12064
2023-01,Dry,20,C,16640,29408,12768
2023-01,Dry,20,D,0,64,64
2023-01,Dry,20,E,9024,11440,2416
2023-01,Dry,20,F,8864,5232,-3632
2023-01,Dry,20,G,37152,14192,-22960
2023-01,Dry,40,A,73392,66864,-6528
2023-01,Dry,40,B,134032,140176,6144
2023-01,Dry,40,C,20016,34832,14816
2023-01,Dry,40,D,96,64,-32
2023-01,Dry,40,E,26768,13936,-12832
2023-01,Dry,40,F,18592,19696,1104
2023-01,Dry,40,G,13168,28816,15648
2023-01,Reefer,20,A,512,0,-512
2023-01,Reefer,20,B,432,240,-192
2023-01,Reefer,20,C,128,112,-16
2023-01,Reefer,20,E,16,80,64
2023-01,Reefer,20,F,240,16,-224
2023-01,Reefer,20,G,32,32,0
2023-01,Reefer,40,A,11472,9216,-2256
2023-01,Reefer,40,B,22704,17952,-4752
2023-01,Reefer,40,C,10272,8736,-1536
2023-01,Reefer,40,D,0,48,48
2023-01,Reefer,40,E,704,512,-192
2023-01,Reefer,40,F,1776,720,-1056
2023-01,Reefer,40,G,7856,1776,-6080
2023-02,Dry,20,A,35232,28832,-6400
2023-02,Dry,20,B,110176,75296,-34880
2023-02,Dry,20,C,16016,24912,8896
2023-02,Dry,20,D,160,32,-128
2023-02,Dry,20,E,5312,12496,7184
2023-02,Dry,20,F,6816,2304,-4512
2023-02,Dry,20,G,10944,15344,4400
2023-02,Dry,40,A,59104,40768,-18336
2023-02,Dry,40,B,123312,75856,-47456
2023-02,Dry,40,C,13456,35968,22512
2023-02,Dry,40,D,448,112,-336
2023-02,Dry,40,E,8240,9904,1664
2023-02,Dry,40,F,16032,9344,-6688
2023-02,Dry,40,G,7120,28640,21520
2023-02,Reefer,20,A,288,0,-288
2023-02,Reefer,20,B,704,80,-624
2023-02,Reefer,20,C,128,208,80
2023-02,Reefer,20,E,64,16,-48
2023-02,Reefer,20,F,80,0,-80
2023-02,Reefer,20,G,0,48,48
2023-02,Reefer,40,A,12688,3184,-9504
2023-02,Reefer,40,B,7040,7184,144
2023-02,Reefer,40,C,5680,13968,8288
2023-02,Reefer,40,E,880,240,-640
2023-02,Reefer,40,F,3072,592,-2480
2023-02,Reefer,40,G,2448,2384,-64
2023-03,Dry,20,A,39488,18976,-20512
2023-03,Dry,20,B,100992,104816,3824
2023-03,Dry,20,C,20256,20688,432
2023-03,Dry,20,D,0,144,144
2023-03,Dry,20,E,12256,20880,8624
2023-03,Dry,20,F,7440,3296,-4144
2023-03,Dry,20,G,24208,8384,-15824
2023-03,Dry,40,A,51216,36880,-14336
2023-03,Dry,40,B,116320,127184,10864
2023-03,Dry,40,C,23888,20752,-3136
2023-03,Dry,40,D,1200,208,-992
2023-03,Dry,40,E,21600,20912,-688
2023-03,Dry,40,F,18736,9824,-8912
2023-03,Dry,40,G,14640,20736,6096
2023-03,Reefer,20,A,160,16,-144
2023-03,Reefer,20,B,160,144,-16
2023-03,Reefer,20,C,128,16,-112
2023-03,Reefer,20,E,48,112,64
2023-03,Reefer,20,F,368,16,-352
2023-03,Reefer,20,G,48,48,0
2023-03,Reefer,40,A,12336,7056,-5280
2023-03,Reefer,40,B,8496,12032,3536
2023-03,Reefer,40,C,5488,13456,7968
2023-03,Reefer,40,E,1056,464,-592
2023-03,Reefer,40,F,4048,528,-3520
2023-03,Reefer,40,G,9696,2176,-7520
2023-04,Dry,20,A,60464,32464,-28000
2023-04,Dry,20,B,115776,120400,4624
2023-04,Dry,20,C,26592,28672,2080
2023-04,Dry,20,D,208,96,-112
2023-04,Dry,20,E,15536,20416,4880
2023-04,Dry,20,F,4608,2368,-2240
2023-04,Dry,20,G,25472,11648,-13824
2023-04,Dry,40,A,80608,56816,-23792
2023-04,Dry,40,B,140992,136160,-4832
2023-04,Dry,40,C,25616,24448,-1168
2023-04,Dry,40,D,1104,16,-1088
2023-04,Dry,40,E,32528,23152,-9376
2023-04,Dry,40,F,10992,2000,-8992
2023-04,Dry,40,G,15744,20752,5008
2023-04,Reefer,20,A,464,16,-448
2023-04,Reefer,20,B,128,288,160
2023-04,Reefer,20,C,272,48,-224
2023-04,Reefer,20,E,224,32,-192
2023-04,Reefer,20,F,240,0,-240
2023-04,Reefer,40,A,15760,4944,-10816
2023-04,Reefer,40,B,15056,12464,-2592
2023-04,Reefer,40,C,11120,18512,7392
2023-04,Reefer,40,D,32,0,-32
2023-04,Reefer,40,E,1552,928,-624
2023-04,Reefer,40,F,1952,336,-1616
2023-04,Reefer,40,G,7136,1552,-5584
2023-05,Dry,20,A,63904,33808,-30096
2023-05,Dry,20,B,114832,119792,4960
2023-05,Dry,20,C,10416,32704,22288
2023-05,Dry,20,E,9200,13168,3968
2023-05,Dry,20,F,9008,7568,-1440
2023-05,Dry,20,G,20976,5296,-15680
2023-05,Dry,40,A,75024,66048,-8976
2023-05,Dry,40,B,129712,128384,-1328
2023-05,Dry,40,C,11968,46864,34896
2023-05,Dry,40,D,480,192,-288
2023-05,Dry,40,E,26592,19376,-7216
2023-05,Dry,40,F,17568,22672,5104
2023-05,Dry,40,G,14912,9488,-5424
2023-05,Reefer,20,A,400,32,-368
2023-05,Reefer,20,B,192,96,-96
2023-05,Reefer,20,C,192,304,112
2023-05,Reefer,20,E,128,80,-48
2023-05,Reefer,20,F,144,64,-80
2023-05,Reefer,40,A,14464,8240,-6224
2023-05,Reefer,40,B,14144,16128,1984
2023-05,Reefer,40,C,4896,13056,8160
2023-05,Reefer,40,D,96,0,-96
2023-05,Reefer,40,E,576,464,-112
2023-05,Reefer,40,F,3008,1680,-1328
2023-05,Reefer,40,G,6304,656,-5648
2023-06,Dry,20,A,56864,32992,-23872
2023-06,Dry,20,B,93312,93184,-128
2023-06,Dry,20,C,18016,19024,1008
2023-06,Dry,20,D,320,112,-208
2023-06,Dry,20,E,14128,19680,5552
2023-06,Dry,20,F,5712,4080,-1632
2023-06,Dry,20,G,25456,9296,-16160
2023-06,Dry,40,A,73344,47408,-25936
2023-06,Dry,40,B,105328,112416,7088
2023-06,Dry,40,C,26576,34128,7552
2023-06,Dry,40,D,1728,112,-1616
2023-06,Dry,40,E,28976,19552,-9424
2023-06,Dry,40,F,14064,13248,-816
2023-06,Dry,40,G,12944,16208,3264
2023-06,Reefer,20,A,464,32,-432
2023-06,Reefer,20,B,256,80,-176
2023-06,Reefer,20,C,304,208,-96
2023-06,Reefer,20,E,128,16,-112
2023-06,Reefer,20,F,192,32,-160
2023-06,Reefer,20,G,96,80,-16
2023-06,Reefer,40,A,13504,5744,-7760
2023-06,Reefer,40,B,12208,13904,1696
2023-06,Reefer,40,C,7200,26880,19680
2023-06,Reefer,40,D,32,16,-16
2023-06,Reefer,40,E,816,1104,288
2023-06,Reefer,40,F,1648,688,-960
2023-06,Reefer,40,G,6032,2224,-3808
2023-07,Dry,20,A,54704,29008,-25696
2023-07,Dry,20,B,118368,114016,-4352
2023-07,Dry,20,C,20560,23408,2848
2023-07,Dry,20,D,144,96,-48
2023-07,Dry,20,E,11744,13488,1744
2023-07,Dry,20,F,9328,6672,-2656
2023-07,Dry,20,G,31760,13392,-18368
2023-07,Dry,40,A,68992,47104,-21888
2023-07,Dry,40,B,105248,112960,7712
2023-07,Dry,40,C,22624,41184,18560
2023-07,Dry,40,D,592,48,-544
2023-07,Dry,40,E,24144,10192,-13952
2023-07,Dry,40,F,13696,15776,2080
2023-07,Dry,40,G,18880,22800,3920
2023-07,Reefer,20,A,288,0,-288
2023-07,Reefer,20,B,80,192,112
2023-07,Reefer,20,C,160,16,-144
2023-07,Reefer,20,E,224,0,-224
2023-07,Reefer,20,F,272,80,-192
2023-07,Reefer,20,G,16,16,0
2023-07,Reefer,40,A,14176,6976,-7200
2023-07,Reefer,40,B,23600,17952,-5648
2023-07,Reefer,40,C,10688,8032,-2656
2023-07,Reefer,40,D,0,32,32
2023-07,Reefer,40,E,976,512,-464
2023-07,Reefer,40,F,2304,896,-1408
2023-07,Reefer,40,G,6352,2016,-4336
2023-08,Dry,20,A,58416,44000,-14416
2023-08,Dry,20,B,121040,152192,31152
2023-08,Dry,20,C,16848,36896,20048
2023-08,Dry,20,E,12400,20304,7904
2023-08,Dry,20,F,7104,4592,-2512
2023-08,Dry,20,G,25568,17328,-8240
2023-08,Dry,40,A,75760,57808,-17952
2023-08,Dry,40,B,117472,171664,54192
2023-08,Dry,40,C,23952,49360,25408
2023-08,Dry,40,D,528,64,-464
2023-08,Dry,40,E,27856,20272,-7584
2023-08,Dry,40,F,17984,12400,-5584
2023-08,Dry,40,G,16576,18496,1920
2023-08,Reefer,20,A,384,64,-320
2023-08,Reefer,20,B,288,224,-64
2023-08,Reefer,20,C,96,64,-32
2023-08,Reefer,20,E,192,32,-160
2023-08,Reefer,20,F,192,0,-192
2023-08,Reefer,20,G,48,16,-32
2023-08,Reefer,40,A,20048,5664,-14384
2023-08,Reefer,40,B,13328,19008,5680
2023-08,Reefer,40,C,7280,21360,14080
2023-08,Reefer,40,D,16,0,-16
2023-08,Reefer,40,E,1104,1424,320
2023-08,Reefer,40,F,2112,864,-1248
2023-08,Reefer,40,G,6048,3088,-2960
2023-09,Dry,20,A,48304,41760,-6544
2023-09,Dry,20,B,119440,116928,-2512
2023-09,Dry,20,C,15904,28128,12224
2023-09,Dry,20,D,0,16,16
2023-09,Dry,20,E,11952,15776,3824
2023-09,Dry,20,F,13424,5760,-7664
2023-09,Dry,20,G,29264,12624,-16640
2023-09,Dry,40,A,74880,53744,-21136
2023-09,Dry,40,B,169552,139648,-29904
2023-09,Dry,40,C,25904,32144,6240
2023-09,Dry,40,D,128,0,-128
2023-09,Dry,40,E,24544,19024,-5520
2023-09,Dry,40,F,24688,14016,-10672
2023-09,Dry,40,G,14672,24464,9792
2023-09,Reefer,20,A,448,32,-416
2023-09,Reefer,20,B,192,176,-16
2023-09,Reefer,20,C,176,16,-160
2023-09,Reefer,20,E,112,80,-32
2023-09,Reefer,20,F,448,64,-384
2023-09,Reefer,20,G,16,0,-16
2023-09,Reefer,40,A,15328,3872,-11456
2023-09,Reefer,40,B,18832,16096,-2736
2023-09,Reefer,40,C,8688,15104,6416
2023-09,Reefer,40,D,240,0,-240
2023-09,Reefer,40,E,880,304,-576
2023-09,Reefer,40,F,4128,720,-3408
2023-09,Reefer,40,G,7200,4016,-3184
2023-10,Dry,20,A,54608,38112,-16496
2023-10,Dry,20,B,123152,134976,11824
2023-10,Dry,20,C,13600,18160,4560
2023-10,Dry,20,D,0,16,16
2023-10,Dry,20,E,14480,19056,4576
2023-10,Dry,20,F,3440,5136,1696
2023-10,Dry,20,G,28304,10576,-17728
2023-10,Dry,40,A,86624,58848,-27776
2023-10,Dry,40,B,104448,131504,27056
2023-10,Dry,40,C,19280,23984,4704
2023-10,Dry,40,D,80,16,-64
2023-10,Dry,40,E,30544,16512,-14032
2023-10,Dry,40,F,13712,12016,-1696
2023-10,Dry,40,G,16576,21680,5104
2023-10,Reefer,20,A,176,0,-176
2023-10,Reefer,20,B,224,240,16
2023-10,Reefer,20,C,160,144,-16
2023-10,Reefer,20,E,288,16,-272
2023-10,Reefer,20,F,128,0,-128
2023-10,Reefer,20,G,32,0,-32
2023-10,Reefer,40,A,14784,10560,-4224
2023-10,Reefer,40,B,15712,16448,736
2023-10,Reefer,40,C,9440,22464,13024
2023-10,Reefer,40,D,0,32,32
2023-10,Reefer,40,E,1104,208,-896
2023-10,Reefer,40,F,1472,432,-1040
2023-10,Reefer,40,G,5696,4560,-1136
2023-11,Dry,20,A,36000,30464,-5536
2023-11,Dry,20,B,127952,118400,-9552
2023-11,Dry,20,C,13472,22976,9504
2023-11,Dry,20,D,0,144,144
2023-11,Dry,20,E,9552,18832,9280
2023-11,Dry,20,F,2784,2416,-368
2023-11,Dry,20,G,21936,13968,-7968
2023-11,Dry,40,A,61632,43776,-17856
2023-11,Dry,40,B,132928,128576,-4352
2023-11,Dry,40,C,18944,35472,16528
2023-11,Dry,40,D,160,16,-144
2023-11,Dry,40,E,19360,17680,-1680
2023-11,Dry,40,F,7488,3296,-4192
2023-11,Dry,40,G,15744,19520,3776
2023-11,Reefer,20,A,304,0,-304
2023-11,Reefer,20,B,240,144,-96
2023-11,Reefer,20,C,112,144,32
2023-11,Reefer,20,E,160,32,-128
2023-11,Reefer,20,F,48,96,48
2023-11,Reefer,20,G,16,80,64
2023-11,Reefer,40,A,18096,7696,-10400
2023-11,Reefer,40,B,16144,14720,-1424
2023-11,Reefer,40,C,4400,13952,9552
2023-11,Reefer,40,D,0,48,48
2023-11,Reefer,40,E,688,560,-128
2023-11,Reefer,40,F,1216,96,-1120
2023-11,Reefer,40,G,5072,6320,1248
2023-12,Dry,20,A,60672,43952,-16720
2023-12,Dry,20,B,133952,114832,-19120
2023-12,Dry,20,C,22672,24208,1536
2023-12,Dry,20,E,13072,19056,5984
2023-12,Dry,20,F,4032,6032,2000
2023-12,Dry,20,G,32960,9648,-23312
2023-12,Dry,40,A,75968,52576,-23392
2023-12,Dry,40,B,149696,135520,-14176
2023-12,Dry,40,C,28768,28496,-272
2023-12,Dry,40,D,1232,160,-1072
2023-12,Dry,40,E,23216,18000,-5216
2023-12,Dry,40,F,9824,16368,6544
2023-12,Dry,40,G,18384,19136,752
2023-12,Reefer,20,A,336,0,-336
2023-12,Reefer,20,B,144,320,176
2023-12,Reefer,20,C,224,64,-160
2023-12,Reefer,20,E,192,32,-160
2023-12,Reefer,20,F,176,48,-128
2023-12,Reefer,20,G,16,16,0
2023-12,Reefer,40,A,14928,5504,-9424
2023-12,Reefer,40,B,20816,21152,336
2023-12,Reefer,40,C,9920,26928,17008
2023-12,Reefer,40,D,0,96,96
2023-12,Reefer,40,E,1600,928,-672
2023-12,Reefer,40,F,624,736,112
2023-12,Reefer,40,G,5136,7264,2128
2023-13,Dry,20,A,60432,34208,-26224
2023-13,Dry,20,B,103888,120704,16816
2023-13,Dry,20,C,16384,21952,5568
2023-13,Dry,20,D,0,80,80
2023-13,Dry,20,E,11648,19392,7744
2023-13,Dry,20,F,2320,5136,2816
2023-13,Dry,20,G,41456,13712,-27744
2023-13,Dry,40,A,94208,48528,-45680
2023-13,Dry,40,B,121136,119280,-1856
2023-13,Dry,40,C,28912,36592,7680
2023-13,Dry,40,D,560,16,-544
2023-13,Dry,40,E,30016,22224,-7792
2023-13,Dry,40,F,6960,5744,-1216
2023-13,Dry,40,G,18320,28704,10384
2023-13,Reefer,20,A,816,32,-784
2023-13,Reefer,20,B,304,272,-32
2023-13,Reefer,20,C,256,176,-80
2023-13,Reefer,20,E,112,96,-16
2023-13,Reefer,20,F,16,0,-16
2023-13,Reefer,20,G,32,48,16
2023-13,Reefer,40,A,22128,6144,-15984
2023-13,Reefer,40,B,24480,23488,-992
2023-13,Reefer,40,C,9648,29472,19824
2023-13,Reefer,40,D,144,64,-80
2023-13,Reefer,40,E,1152,800,-352
2023-13,Reefer,40,F,1024,736,-288
2023-13,Reefer,40,G,6000,9328,3328
2023-14,Dry,20,A,45632,33312,-12320
2023-14,Dry,20,B,131696,135168,3472
2023-14,Dry,20,C,11952,34992,23040
2023-14,Dry,20,D,0,1664,1664
2023-14,Dry,20,E,11440,17552,6112
2023-14,Dry,20,F,8112,9408,1296
2023-14,Dry,20,G,28304,10528,-17776
2023-14,Dry,40,A,77760,48560,-29200
2023-14,Dry,40,B,114560,137424,22864
2023-14,Dry,40,C,19696,39536,19840
2023-14,Dry,40,D,112,0,-112
2023-14,Dry,40,E,23616,14688,-8928
2023-14,Dry,40,F,15632,18064,2432
2023-14,Dry,40,G,17760,21152,3392
2023-14,Reefer,20,A,720,32,-688
2023-14,Reefer,20,B,352,208,-144
2023-14,Reefer,20,C,128,240,112
2023-14,Reefer,20,E,112,16,-96
2023-14,Reefer,20,F,176,128,-48
2023-14,Reefer,20,G,64,208,144
2023-14,Reefer,40,A,14688,10864,-3824
2023-14,Reefer,40,B,15632,18592,2960
2023-14,Reefer,40,C,3968,24240,20272
2023-14,Reefer,40,D,16,32,16
2023-14,Reefer,40,E,1024,496,-528
2023-14,Reefer,40,F,1376,448,-928
2023-14,Reefer,40,G,6080,5248,-832
2023-15,Dry,20,A,44272,46096,1824
2023-15,Dry,20,B,123760,97104,-26656
2023-15,Dry,20,C,15264,36496,21232
2023-15,Dry,20,D,288,0,-288
2023-15,Dry,20,E,7344,27728,20384
2023-15,Dry,20,F,4832,5424,592
2023-15,Dry,20,G,25232,12768,-12464
2023-15,Dry,40,A,65472,51968,-13504
2023-15,Dry,40,B,174080,135232,-38848
2023-15,Dry,40,C,24928,63248,38320
2023-15,Dry,40,E,15184,25792,10608
2023-15,Dry,40,F,11504,16016,4512
2023-15,Dry,40,G,15840,25648,9808
2023-15,Reefer,20,A,528,0,-528
2023-15,Reefer,20,B,128,160,32
2023-15,Reefer,20,C,128,80,-48
2023-15,Reefer,20,E,48,16,-32
2023-15,Reefer,20,F,80,48,-32
2023-15,Reefer,20,G,48,0,-48
2023-15,Reefer,40,A,15744,6736,-9008
2023-15,Reefer,40,B,13776,26848,13072
2023-15,Reefer,40,C,6496,16960,10464
2023-15,Reefer,40,D,0,64,64
2023-15,Reefer,40,E,288,1520,1232
2023-15,Reefer,40,F,720,704,-16
2023-15,Reefer,40,G,3776,6640,2864
2023-16,Dry,20,A,50384,38480,-11904
2023-16,Dry,20,B,102576,131456,28880
2023-16,Dry,20,C,10960,29808,18848
2023-16,Dry,20,D,0,384,384
2023-16,Dry,20,E,14672,26432,11760
2023-16,Dry,20,F,6784,4608,-2176
2023-16,Dry,20,G,27392,16624,-10768
2023-16,Dry,40,A,74672,68320,-6352
2023-16,Dry,40,B,119648,143232,23584
2023-16,Dry,40,C,20400,49216,28816
2023-16,Dry,40,D,80,96,16
2023-16,Dry,40,E,29168,31184,2016
2023-16,Dry,40,F,14432,8928,-5504
2023-16,Dry,40,G,14640,23376,8736
2023-16,Reefer,20,A,512,64,-448
2023-16,Reefer,20,B,240,256,16
2023-16,Reefer,20,C,96,224,128
2023-16,Reefer,20,E,80,32,-48
2023-16,Reefer,20,F,128,48,-80
2023-16,Reefer,20,G,0,80,80
2023-16,Reefer,40,A,18176,5616,-12560
2023-16,Reefer,40,B,23520,16080,-7440
2023-16,Reefer,40,C,4384,26352,21968
2023-16,Reefer,40,D,16,96,80
2023-16,Reefer,40,E,1152,1296,144
2023-16,Reefer,40,F,1600,336,-1264
2023-16,Reefer,40,G,3584,7056,3472
2023-17,Dry,20,A,59520,39008,-20512
2023-17,Dry,20,B,124080,153072,28992
2023-17,Dry,20,C,17072,28528,11456
2023-17,Dry,20,D,0,16,16
2023-17,Dry,20,E,14144,19584,5440
2023-17,Dry,20,F,13184,4912,-8272
2023-17,Dry,20,G,29040,12816,-16224
2023-17,Dry,40,A,92544,54880,-37664
2023-17,Dry,40,B,146752,157680,10928
2023-17,Dry,40,C,30656,48720,18064
2023-17,Dry,40,D,352,48,-304
2023-17,Dry,40,E,31584,27792,-3792
2023-17,Dry,40,F,19568,12864,-6704
2023-17,Dry,40,G,15904,31648,15744
2023-17,Reefer,20,A,736,16,-720
2023-17,Reefer,20,B,272,496,224
2023-17,Reefer,20,C,288,32,-256
2023-17,Reefer,20,E,112,128,16
2023-17,Reefer,20,F,288,0,-288
2023-17,Reefer,20,G,48,64,16
2023-17,Reefer,40,A,18304,8272,-10032
2023-17,Reefer,40,B,21808,16240,-5568
2023-17,Reefer,40,C,7168,15968,8800
2023-17,Reefer,40,D,48,32,-16
2023-17,Reefer,40,E,1024,1680,656
2023-17,Reefer,40,F,1680,1056,-624
2023-17,Reefer,40,G,4256,4608,352
2023-18,Dry,20,A,57840,34128,-23712
2023-18,Dry,20,B,141472,110720,-30752
2023-18,Dry,20,C,12672,30544,17872
2023-18,Dry,20,D,16,16,0
2023-18,Dry,20,E,7248,16752,9504
2023-18,Dry,20,F,5888,6544,656
2023-18,Dry,20,G,28416,12432,-15984
2023-18,Dry,40,A,84800,42768,-42032
2023-18,Dry,40,B,155104,139616,-15488
2023-18,Dry,40,C,24720,55968,31248
2023-18,Dry,40,D,400,16,-384
2023-18,Dry,40,E,17776,26352,8576
2023-18,Dry,40,F,10624,17344,6720
2023-18,Dry,40,G,14368,29120,14752
2023-18,Reefer,20,A,656,16,-640
2023-18,Reefer,20,B,432,160,-272
2023-18,Reefer,20,C,128,128,0
2023-18,Reefer,20,E,48,64,16
2023-18,Reefer,20,F,80,48,-32
2023-18,Reefer,20,G,64,112,48
2023-18,Reefer,40,A,14208,13200,-1008
2023-18,Reefer,40,B,18224,20496,2272
2023-18,Reefer,40,C,5456,24576,19120
2023-18,Reefer,40,D,0,64,64
2023-18,Reefer,40,E,720,1056,336
2023-18,Reefer,40,F,1136,1008,-128
2023-18,Reefer,40,G,2848,2992,144
2023-19,Dry,20,A,55952,35584,-20368
2023-19,Dry,20,B,126544,121728,-4816
2023-19,Dry,20,C,18032,31856,13824
2023-19,Dry,20,D,0,1456,1456
2023-19,Dry,20,E,9520,18816,9296
2023-19,Dry,20,F,7280,6848,-432
2023-19,Dry,20,G,27312,15936,-11376
2023-19,Dry,40,A,79024,53456,-25568
2023-19,Dry,40,B,150560,146288,-4272
2023-19,Dry,40,C,23744,47248,23504
2023-19,Dry,40,D,304,32,-272
2023-19,Dry,40,E,19856,24368,4512
2023-19,Dry,40,F,17312,15968,-1344
2023-19,Dry,40,G,20080,33440,13360
2023-19,Reefer,20,A,480,32,-448
2023-19,Reefer,20,B,304,224,-80
2023-19,Reefer,20,C,208,80,-128
2023-19,Reefer,20,E,80,16,-64
2023-19,Reefer,20,F,112,16,-96
2023-19,Reefer,40,A,16816,6768,-10048
2023-19,Reefer,40,B,18176,15088,-3088
2023-19,Reefer,40,C,6256,12192,5936
2023-19,Reefer,40,D,0,48,48
2023-19,Reefer,40,E,928,1536,608
2023-19,Reefer,40,F,2128,640,-1488
2023-19,Reefer,40,G,3952,2848,-1104
2023-20,Dry,20,A,60592,28896,-31696
2023-20,Dry,20,B,110384,90560,-19824
2023-20,Dry,20,C,17008,29248,12240
2023-20,Dry,20,D,0,5424,5424
2023-20,Dry,20,E,14720,20864,6144
2023-20,Dry,20,F,8048,4624,-3424
2023-20,Dry,20,G,22384,12288,-10096
2023-20,Dry,40,A,87808,51808,-36000
2023-20,Dry,40,B,137328,139296,1968
2023-20,Dry,40,C,25664,56960,31296
2023-20,Dry,40,D,960,48,-912
2023-20,Dry,40,E,31648,30160,-1488
2023-20,Dry,40,F,16512,9856,-6656
2023-20,Dry,40,G,14560,22992,8432
2023-20,Reefer,20,A,288,64,-224
2023-20,Reefer,20,B,80,224,144
2023-20,Reefer,20,C,208,128,-80
2023-20,Reefer,20,E,128,48,-80
2023-20,Reefer,20,F,224,0,-224
2023-20,Reefer,20,G,112,16,-96
2023-20,Reefer,40,A,18288,10224,-8064
2023-20,Reefer,40,B,12368,15072,2704
2023-20,Reefer,40,C,6208,21328,15120
2023-20,Reefer,40,D,0,64,64
2023-20,Reefer,40,E,1408,1264,-144
2023-20,Reefer,40,F,2416,720,-1696
2023-20,Reefer,40,G,5568,1696,-3872
2023-21,Dry,20,A,52224,42128,-10096
2023-21,Dry,20,B,100240,138384,38144
2023-21,Dry,20,C,12672,31104,18432
2023-21,Dry,20,D,16,112,96
2023-21,Dry,20,E,11264,19072,7808
2023-21,Dry,20,F,4896,5744,848
2023-21,Dry,20,G,37600,9712,-27888
2023-21,Dry,40,A,71552,61536,-10016
2023-21,Dry,40,B,147344,166480,19136
2023-21,Dry,40,C,19184,48592,29408
2023-21,Dry,40,D,1792,80,-1712
2023-21,Dry,40,E,24048,27808,3760
2023-21,Dry,40,F,12848,16128,3280
2023-21,Dry,40,G,18704,21536,2832
