weekyear,Equipment Type,Container Size,Location,Export Units,Import Units,Imbalance
2023-45,Reefer,20,B,448,304,-144
2023-45,Reefer,20,C,80,64,-16
2023-45,Reefer,20,E,96,0,-96
2023-45,Reefer,20,F,240,0,-240
2023-45,Reefer,20,G,48,48,0
2023-45,Reefer,40,A,14416,4224,-10192
2023-45,Reefer,40,B,14944,12128,-2816
2023-45,Reefer,40,C,10048,4320,-5728
2023-45,Reefer,40,D,16,0,-16
2023-45,Reefer,40,E,1632,816,-816
2023-45,Reefer,40,F,3200,752,-2448
2023-45,Reefer,40,G,7120,2144,-4976
2023-46,Dry,20,A,75808,32256,-43552
2023-46,Dry,20,B,84976,79456,-5520
2023-46,Dry,20,C,19328,27280,7952
2023-46,Dry,20,D,48,3120,3072
2023-46,Dry,20,E,16576,16608,32
2023-46,Dry,20,F,5728,4176,-1552
2023-46,Dry,20,G,32464,5520,-26944
2023-46,Dry,40,A,81360,48928,-32432
2023-46,Dry,40,B,119568,107376,-12192
2023-46,Dry,40,C,26352,37472,11120
2023-46,Dry,40,D,432,224,-208
2023-46,Dry,40,E,25968,21552,-4416
2023-46,Dry,40,F,12832,8896,-3936
2023-46,Dry,40,G,19712,19728,16
2023-46,Reefer,20,A,1008,32,-976
2023-46,Reefer,20,B,160,224,64
2023-46,Reefer,20,C,272,64,-208
2023-46,Reefer,20,D,0,16,16
2023-46,Reefer,20,E,128,80,-48
2023-46,Reefer,20,F,112,0,-112
2023-46,Reefer,20,G,16,0,-16
2023-46,Reefer,40,A,20864,5520,-15344
2023-46,Reefer,40,B,7472,6784,-688
2023-46,Reefer,40,C,16592,13488,-3104
2023-46,Reefer,40,D,32,0,-32
2023-46,Reefer,40,E,2112,416,-1696
2023-46,Reefer,40,F,2832,512,-2320
2023-46,Reefer,40,G,12176,784,-11392
2023-47,Dry,20,A,54432,28320,-26112
2023-47,Dry,20,B,75856,93408,17552
2023-47,Dry,20,C,21072,26832,5760
2023-47,Dry,20,D,416,4128,3712
2023-47,Dry,20,E,13280,12320,-960
2023-47,Dry,20,F,8128,3744,-4384
2023-47,Dry,20,G,29664,8256,-21408
2023-47,Dry,40,A,61008,67120,6112
2023-47,Dry,40,B,121936,109536,-12400
2023-47,Dry,40,C,19712,39568,19856
2023-47,Dry,40,D,2448,96,-2352
2023-47,Dry,40,E,20544,17488,-3056
2023-47,Dry,40,F,16816,9424,-7392
2023-47,Dry,40,G,20992,24208,3216
2023-47,Reefer,20,A,224,48,-176
2023-47,Reefer,20,B,272,176,-96
2023-47,Reefer,20,C,192,96,-96
2023-47,Reefer,20,E,160,48,-112
2023-47,Reefer,20,F,400,32,-368
2023-47,Reefer,20,G,0,112,112
2023-47,Reefer,40,A,12416,5200,-7216
2023-47,Reefer,40,B,13584,16416,2832
2023-47,Reefer,40,C,15136,12832,-2304
2023-47,Reefer,40,D,16,0,-16
2023-47,Reefer,40,E,1760,528,-1232
2023-47,Reefer,40,F,3920,384,-3536
2023-47,Reefer,40,G,7248,3936,-3312
2023-48,Dry,20,A,70496,20240,-50256
2023-48,Dry,20,B,102016,122528,20512
2023-48,Dry,20,C,16848,26864,10016
2023-48,Dry,20,D,0,1712,1712
2023-48,Dry,20,E,21024,18096,-2928
2023-48,Dry,20,F,7440,5440,-2000
2023-48,Dry,20,G,28368,6512,-21856
2023-48,Dry,40,A,82544,43008,-39536
2023-48,Dry,40,B,121328,173568,52240
2023-48,Dry,40,C,20416,39216,18800
2023-48,Dry,40,D,1296,48,-1248
2023-48,Dry,40,E,33520,25984,-7536
2023-48,Dry,40,F,17232,15008,-2224
2023-48,Dry,40,G,20304,23424,3120
2023-48,Reefer,20,A,480,16,-464
2023-48,Reefer,20,B,400,496,96
2023-48,Reefer,20,C,272,208,-64
2023-48,Reefer,20,D,32,0,-32
2023-48,Reefer,20,E,176,0,-176
2023-48,Reefer,20,F,224,16,-208
2023-48,Reefer,20,G,48,0,-48
2023-48,Reefer,40,A,16464,1888,-14576
2023-48,Reefer,40,B,13184,16320,3136
2023-48,Reefer,40,C,14384,8512,-5872
2023-48,Reefer,40,D,16,0,-16
2023-48,Reefer,40,E,2928,528,-2400
2023-48,Reefer,40,F,2288,480,-1808
2023-48,Reefer,40,G,9152,2448,-6704
2023-49,Dry,20,A,39440,24064,-15376
2023-49,Dry,20,B,107200,113856,6656
2023-49,Dry,20,C,17344,27616,10272
2023-49,Dry,20,E,15360,15136,-224
2023-49,Dry,20,F,5952,2560,-3392
2023-49,Dry,20,G,25536,8000,-17536
2023-49,Dry,40,A,58768,43568,-15200
2023-49,Dry,40,B,142016,142752,736
2023-49,Dry,40,C,22464,35904,13440
2023-49,Dry,40,D,352,16,-336
2023-49,Dry,40,E,19616,20448,832
2023-49,Dry,40,F,12752,6192,-6560
2023-49,Dry,40,G,12864,23856,10992
2023-49,Reefer,20,A,704,32,-672
2023-49,Reefer,20,B,208,432,224
2023-49,Reefer,20,C,192,304,112
2023-49,Reefer,20,E,112,32,-80
2023-49,Reefer,20,F,16,0,-16
2023-49,Reefer,20,G,16,16,0
2023-49,Reefer,40,A,16928,4144,-12784
2023-49,Reefer,40,B,12864,16240,3376
2023-49,Reefer,40,C,10800,15120,4320
2023-49,Reefer,40,E,2272,480,-1792
2023-49,Reefer,40,F,2064,640,-1424
2023-49,Reefer,40,G,5072,1984,-3088
2023-50,Dry,20,A,63632,32528,-31104
2023-50,Dry,20,B,115968,96144,-19824
2023-50,Dry,20,C,14608,48256,33648
2023-50,Dry,20,D,0,4128,4128
2023-50,Dry,20,E,16656,13648,-3008
2023-50,Dry,20,F,8112,6640,-1472
2023-50,Dry,20,G,15040,10128,-4912
2023-50,Dry,40,A,71824,65632,-6192
2023-50,Dry,40,B,144624,105296,-39328
2023-50,Dry,40,C,19632,48128,28496
2023-50,Dry,40,D,800,64,-736
2023-50,Dry,40,E,24144,17872,-6272
2023-50,Dry,40,F,17936,12448,-5488
2023-50,Dry,40,G,12864,27488,14624
2023-50,Reefer,20,A,528,16,-512
2023-50,Reefer,20,B,512,272,-240
2023-50,Reefer,20,C,192,208,16
2023-50,Reefer,20,E,80,16,-64
2023-50,Reefer,20,F,272,32,-240
2023-50,Reefer,20,G,80,160,80
2023-50,Reefer,40,A,19552,6032,-13520
2023-50,Reefer,40,B,21136,28592,7456
2023-50,Reefer,40,C,10304,20736,10432
2023-50,Reefer,40,D,32,16,-16
2023-50,Reefer,40,E,1440,416,-1024
2023-50,Reefer,40,F,2320,512,-1808
2023-50,Reefer,40,G,6576,3200,-3376
2023-51,Dry,20,A,58048,30688,-27360
2023-51,Dry,20,B,82080,103472,21392
2023-51,Dry,20,C,17600,20432,2832
2023-51,Dry,20,D,368,80,-288
2023-51,Dry,20,E,22064,11600,-10464
2023-51,Dry,20,F,6880,8896,2016
2023-51,Dry,20,G,30512,5696,-24816
2023-51,Dry,40,A,78800,47920,-30880
2023-51,Dry,40,B,111232,152288,41056
2023-51,Dry,40,C,22832,24432,1600
2023-51,Dry,40,D,784,112,-672
2023-51,Dry,40,E,35600,11152,-24448
2023-51,Dry,40,F,19104,19104,0
2023-51,Dry,40,G,17456,22752,5296
2023-51,Reefer,20,A,800,0,-800
2023-51,Reefer,20,B,336,368,32
2023-51,Reefer,20,C,224,64,-160
2023-51,Reefer,20,E,160,16,-144
2023-51,Reefer,20,F,256,48,-208
2023-51,Reefer,20,G,64,0,-64
2023-51,Reefer,40,A,15040,1504,-13536
2023-51,Reefer,40,B,23584,12560,-11024
2023-51,Reefer,40,C,7328,7968,640
2023-51,Reefer,40,D,0,32,32
2023-51,Reefer,40,E,2848,1152,-1696
2023-51,Reefer,40,F,3568,736,-2832
2023-51,Reefer,40,G,7008,3424,-3584
