Start Event Type,Start Event Description,Equipment Type,Unit Count,Date,Start Event Location Full
IDV,Import Discharged from Vessel,40HR,4640,2023-04-20,C
IDV,Import Discharged from Vessel,40HR,400,2023-04-20,G
ELV,Export Loaded on Vessel,20DV,1920,2023-04-21,A
ELV,Export Loaded on Vessel,20DV,17312,2023-04-21,B
ELV,Export Loaded on Vessel,20DV,1344,2023-04-21,E
ELV,Export Loaded on Vessel,20DV,1184,2023-04-21,F
ELV,Export Loaded on Vessel,20DV,1536,2023-04-21,C
ELV,Export Loaded on Vessel,20DV,1200,2023-04-21,G
ELV,Export Loaded on Vessel,20RE,64,2023-04-21,B
ELV,Export Loaded on Vessel,20RE,32,2023-04-21,E
ELV,Export Loaded on Vessel,20RE,32,2023-04-21,F
ELV,Export Loaded on Vessel,40DV,560,2023-04-21,A
ELV,Export Loaded on Vessel,40DV,1648,2023-04-21,B
ELV,Export Loaded on Vessel,40DV,496,2023-04-21,E
ELV,Export Loaded on Vessel,40DV,144,2023-04-21,F
ELV,Export Loaded on Vessel,40DV,544,2023-04-21,C
ELV,Export Loaded on Vessel,40DV,16,2023-04-21,G
ELV,Export Loaded on Vessel,40HC,2528,2023-04-21,A
ELV,Export Loaded on Vessel,40HC,22512,2023-04-21,B
ELV,Export Loaded on Vessel,40HC,5344,2023-04-21,E
ELV,Export Loaded on Vessel,40HC,16,2023-04-21,D
ELV,Export Loaded on Vessel,40HC,3168,2023-04-21,F
ELV,Export Loaded on Vessel,40HC,1344,2023-04-21,C
ELV,Export Loaded on Vessel,40HC,1232,2023-04-21,G
ELV,Export Loaded on Vessel,40HR,304,2023-04-21,A
ELV,Export Loaded on Vessel,40HR,4896,2023-04-21,B
ELV,Export Loaded on Vessel,40HR,496,2023-04-21,E
ELV,Export Loaded on Vessel,40HR,128,2023-04-21,F
ELV,Export Loaded on Vessel,40HR,464,2023-04-21,C
ELV,Export Loaded on Vessel,40HR,304,2023-04-21,G
IDV,Import Discharged from Vessel,20DV,8288,2023-04-21,A
IDV,Import Discharged from Vessel,20DV,11904,2023-04-21,B
IDV,Import Discharged from Vessel,20DV,4416,2023-04-21,E
IDV,Import Discharged from Vessel,20DV,16,2023-04-21,D
IDV,Import Discharged from Vessel,20DV,80,2023-04-21,F
IDV,Import Discharged from Vessel,20DV,576,2023-04-21,C
IDV,Import Discharged from Vessel,20DV,2048,2023-04-21,G
IDV,Import Discharged from Vessel,20RE,64,2023-04-21,B
IDV,Import Discharged from Vessel,40DV,912,2023-04-21,A
IDV,Import Discharged from Vessel,40DV,560,2023-04-21,B
IDV,Import Discharged from Vessel,40DV,640,2023-04-21,E
IDV,Import Discharged from Vessel,40DV,32,2023-04-21,C
IDV,Import Discharged from Vessel,40DV,192,2023-04-21,G
IDV,Import Discharged from Vessel,40HC,11840,2023-04-21,A
IDV,Import Discharged from Vessel,40HC,16592,2023-04-21,B
IDV,Import Discharged from Vessel,40HC,2064,2023-04-21,E
IDV,Import Discharged from Vessel,40HC,16,2023-04-21,F
IDV,Import Discharged from Vessel,40HC,3168,2023-04-21,C
IDV,Import Discharged from Vessel,40HC,2720,2023-04-21,G
IDV,Import Discharged from Vessel,40HR,1440,2023-04-21,A
IDV,Import Discharged from Vessel,40HR,768,2023-04-21,B
IDV,Import Discharged from Vessel,40HR,224,2023-04-21,E
IDV,Import Discharged from Vessel,40HR,3872,2023-04-21,C
IDV,Import Discharged from Vessel,40HR,1408,2023-04-21,G
ELV,Export Loaded on Vessel,20DV,9424,2023-04-22,A
ELV,Export Loaded on Vessel,20DV,18688,2023-04-22,B
ELV,Export Loaded on Vessel,20DV,2368,2023-04-22,E
ELV,Export Loaded on Vessel,20DV,448,2023-04-22,F
ELV,Export Loaded on Vessel,20DV,1856,2023-04-22,C
ELV,Export Loaded on Vessel,20DV,3248,2023-04-22,G
ELV,Export Loaded on Vessel,20RE,16,2023-04-22,A
ELV,Export Loaded on Vessel,20RE,16,2023-04-22,B
ELV,Export Loaded on Vessel,20RE,16,2023-04-22,F
ELV,Export Loaded on Vessel,40DV,464,2023-04-22,A
ELV,Export Loaded on Vessel,40DV,816,2023-04-22,B
ELV,Export Loaded on Vessel,40DV,192,2023-04-22,E
ELV,Export Loaded on Vessel,40DV,384,2023-04-22,F
ELV,Export Loaded on Vessel,40DV,176,2023-04-22,C
ELV,Export Loaded on Vessel,40DV,224,2023-04-22,G
ELV,Export Loaded on Vessel,40HC,6960,2023-04-22,A
ELV,Export Loaded on Vessel,40HC,20800,2023-04-22,B
ELV,Export Loaded on Vessel,40HC,512,2023-04-22,E
ELV,Export Loaded on Vessel,40HC,4432,2023-04-22,F
ELV,Export Loaded on Vessel,40HC,2384,2023-04-22,C
ELV,Export Loaded on Vessel,40HC,2096,2023-04-22,G
ELV,Export Loaded on Vessel,40HR,3680,2023-04-22,A
ELV,Export Loaded on Vessel,40HR,4672,2023-04-22,B
ELV,Export Loaded on Vessel,40HR,128,2023-04-22,E
ELV,Export Loaded on Vessel,40HR,736,2023-04-22,F
ELV,Export Loaded on Vessel,40HR,736,2023-04-22,C
ELV,Export Loaded on Vessel,40HR,976,2023-04-22,G
IDV,Import Discharged from Vessel,20DV,6512,2023-04-22,A
IDV,Import Discharged from Vessel,20DV,5824,2023-04-22,B
IDV,Import Discharged from Vessel,20DV,1584,2023-04-22,E
IDV,Import Discharged from Vessel,20DV,32,2023-04-22,D
IDV,Import Discharged from Vessel,20DV,400,2023-04-22,F
IDV,Import Discharged from Vessel,20DV,464,2023-04-22,C
IDV,Import Discharged from Vessel,20DV,800,2023-04-22,G
IDV,Import Discharged from Vessel,20RE,32,2023-04-22,A
IDV,Import Discharged from Vessel,20RE,48,2023-04-22,B
IDV,Import Discharged from Vessel,40DV,1136,2023-04-22,A
IDV,Import Discharged from Vessel,40DV,576,2023-04-22,B
IDV,Import Discharged from Vessel,40DV,16,2023-04-22,E
IDV,Import Discharged from Vessel,40DV,16,2023-04-22,D
IDV,Import Discharged from Vessel,40DV,224,2023-04-22,F
IDV,Import Discharged from Vessel,40DV,48,2023-04-22,C
IDV,Import Discharged from Vessel,40DV,16,2023-04-22,G
IDV,Import Discharged from Vessel,40HC,11488,2023-04-22,A
IDV,Import Discharged from Vessel,40HC,16672,2023-04-22,B
IDV,Import Discharged from Vessel,40HC,912,2023-04-22,E
IDV,Import Discharged from Vessel,40HC,48,2023-04-22,D
IDV,Import Discharged from Vessel,40HC,1936,2023-04-22,F
IDV,Import Discharged from Vessel,40HC,1504,2023-04-22,C
IDV,Import Discharged from Vessel,40HC,896,2023-04-22,G
IDV,Import Discharged from Vessel,40HR,352,2023-04-22,A
IDV,Import Discharged from Vessel,40HR,2144,2023-04-22,B
IDV,Import Discharged from Vessel,40HR,320,2023-04-22,E
IDV,Import Discharged from Vessel,40HR,48,2023-04-22,F
IDV,Import Discharged from Vessel,40HR,1472,2023-04-22,C
IDV,Import Discharged from Vessel,40HR,256,2023-04-22,G
ELV,Export Loaded on Vessel,20DV,8576,2023-04-23,A
ELV,Export Loaded on Vessel,20DV,22304,2023-04-23,B
ELV,Export Loaded on Vessel,20DV,2400,2023-04-23,E
ELV,Export Loaded on Vessel,20DV,80,2023-04-23,F
ELV,Export Loaded on Vessel,20DV,1200,2023-04-23,C
ELV,Export Loaded on Vessel,20DV,11728,2023-04-23,G
ELV,Export Loaded on Vessel,20RE,64,2023-04-23,A
ELV,Export Loaded on Vessel,20RE,16,2023-04-23,B
ELV,Export Loaded on Vessel,40DV,1328,2023-04-23,A
ELV,Export Loaded on Vessel,40DV,1424,2023-04-23,B
ELV,Export Loaded on Vessel,40DV,128,2023-04-23,E
ELV,Export Loaded on Vessel,40DV,384,2023-04-23,C
ELV,Export Loaded on Vessel,40DV,384,2023-04-23,G
ELV,Export Loaded on Vessel,40HC,15760,2023-04-23,A
ELV,Export Loaded on Vessel,40HC,17680,2023-04-23,B
ELV,Export Loaded on Vessel,40HC,3008,2023-04-23,E
ELV,Export Loaded on Vessel,40HC,48,2023-04-23,D
ELV,Export Loaded on Vessel,40HC,288,2023-04-23,F
ELV,Export Loaded on Vessel,40HC,1504,2023-04-23,C
ELV,Export Loaded on Vessel,40HC,5680,2023-04-23,G
ELV,Export Loaded on Vessel,40HR,1904,2023-04-23,A
ELV,Export Loaded on Vessel,40HR,2976,2023-04-23,B
ELV,Export Loaded on Vessel,40HR,64,2023-04-23,E
ELV,Export Loaded on Vessel,40HR,16,2023-04-23,D
ELV,Export Loaded on Vessel,40HR,96,2023-04-23,F
ELV,Export Loaded on Vessel,40HR,864,2023-04-23,C
ELV,Export Loaded on Vessel,40HR,720,2023-04-23,G
IDV,Import Discharged from Vessel,20DV,10432,2023-04-23,A
IDV,Import Discharged from Vessel,20DV,22000,2023-04-23,B
IDV,Import Discharged from Vessel,20DV,7920,2023-04-23,E
IDV,Import Discharged from Vessel,20DV,320,2023-04-23,D
IDV,Import Discharged from Vessel,20DV,208,2023-04-23,F
IDV,Import Discharged from Vessel,20DV,4064,2023-04-23,C
IDV,Import Discharged from Vessel,20DV,1424,2023-04-23,G
IDV,Import Discharged from Vessel,20RE,32,2023-04-23,A
IDV,Import Discharged from Vessel,20RE,144,2023-04-23,C
IDV,Import Discharged from Vessel,20RE,48,2023-04-23,G
IDV,Import Discharged from Vessel,40DV,1104,2023-04-23,A
IDV,Import Discharged from Vessel,40DV,576,2023-04-23,B
IDV,Import Discharged from Vessel,40DV,736,2023-04-23,E
IDV,Import Discharged from Vessel,40DV,576,2023-04-23,C
IDV,Import Discharged from Vessel,40DV,48,2023-04-23,G
IDV,Import Discharged from Vessel,40HC,11248,2023-04-23,A
IDV,Import Discharged from Vessel,40HC,18016,2023-04-23,B
IDV,Import Discharged from Vessel,40HC,7792,2023-04-23,E
IDV,Import Discharged from Vessel,40HC,16,2023-04-23,F
IDV,Import Discharged from Vessel,40HC,7376,2023-04-23,C
IDV,Import Discharged from Vessel,40HC,1552,2023-04-23,G
IDV,Import Discharged from Vessel,40HR,912,2023-04-23,A
IDV,Import Discharged from Vessel,40HR,2752,2023-04-23,B
IDV,Import Discharged from Vessel,40HR,96,2023-04-23,E
IDV,Import Discharged from Vessel,40HR,16,2023-04-23,F
IDV,Import Discharged from Vessel,40HR,3040,2023-04-23,C
IDV,Import Discharged from Vessel,40HR,3072,2023-04-23,G
ELV,Export Loaded on Vessel,20DV,6208,2023-04-24,A
ELV,Export Loaded on Vessel,20DV,17680,2023-04-24,B
ELV,Export Loaded on Vessel,20DV,704,2023-04-24,E
ELV,Export Loaded on Vessel,20DV,1616,2023-04-24,F
ELV,Export Loaded on Vessel,20DV,2128,2023-04-24,C
ELV,Export Loaded on Vessel,20DV,2592,2023-04-24,G
ELV,Export Loaded on Vessel,20RE,112,2023-04-24,A
ELV,Export Loaded on Vessel,20RE,16,2023-04-24,B
ELV,Export Loaded on Vessel,20RE,48,2023-04-24,F
ELV,Export Loaded on Vessel,20RE,16,2023-04-24,C
ELV,Export Loaded on Vessel,40DV,1184,2023-04-24,A
ELV,Export Loaded on Vessel,40DV,976,2023-04-24,B
ELV,Export Loaded on Vessel,40DV,208,2023-04-24,E
ELV,Export Loaded on Vessel,40DV,48,2023-04-24,F
ELV,Export Loaded on Vessel,40DV,304,2023-04-24,C
ELV,Export Loaded on Vessel,40DV,32,2023-04-24,G
ELV,Export Loaded on Vessel,40HC,21824,2023-04-24,A
ELV,Export Loaded on Vessel,40HC,21056,2023-04-24,B
ELV,Export Loaded on Vessel,40HC,4416,2023-04-24,E
ELV,Export Loaded on Vessel,40HC,1344,2023-04-24,F
ELV,Export Loaded on Vessel,40HC,3184,2023-04-24,C
ELV,Export Loaded on Vessel,40HC,1120,2023-04-24,G
ELV,Export Loaded on Vessel,40HR,3904,2023-04-24,A
ELV,Export Loaded on Vessel,40HR,3696,2023-04-24,B
ELV,Export Loaded on Vessel,40HR,96,2023-04-24,F
ELV,Export Loaded on Vessel,40HR,304,2023-04-24,C
ELV,Export Loaded on Vessel,40HR,448,2023-04-24,G
IDV,Import Discharged from Vessel,20DV,7616,2023-04-24,A
IDV,Import Discharged from Vessel,20DV,14160,2023-04-24,B
IDV,Import Discharged from Vessel,20DV,1168,2023-04-24,E
IDV,Import Discharged from Vessel,20DV,1040,2023-04-24,F
IDV,Import Discharged from Vessel,20DV,2544,2023-04-24,C
IDV,Import Discharged from Vessel,20DV,320,2023-04-24,G
IDV,Import Discharged from Vessel,40DV,688,2023-04-24,A
IDV,Import Discharged from Vessel,40DV,384,2023-04-24,B
IDV,Import Discharged from Vessel,40DV,48,2023-04-24,E
IDV,Import Discharged from Vessel,40DV,400,2023-04-24,F
IDV,Import Discharged from Vessel,40DV,784,2023-04-24,C
IDV,Import Discharged from Vessel,40DV,112,2023-04-24,G
IDV,Import Discharged from Vessel,40HC,11568,2023-04-24,A
IDV,Import Discharged from Vessel,40HC,11168,2023-04-24,B
IDV,Import Discharged from Vessel,40HC,1440,2023-04-24,E
IDV,Import Discharged from Vessel,40HC,2480,2023-04-24,F
IDV,Import Discharged from Vessel,40HC,1440,2023-04-24,C
IDV,Import Discharged from Vessel,40HC,688,2023-04-24,G
IDV,Import Discharged from Vessel,40HR,1072,2023-04-24,A
IDV,Import Discharged from Vessel,40HR,1056,2023-04-24,B
IDV,Import Discharged from Vessel,40HR,16,2023-04-24,E
IDV,Import Discharged from Vessel,40HR,80,2023-04-24,F
IDV,Import Discharged from Vessel,40HR,1792,2023-04-24,C
ELV,Export Loaded on Vessel,20DV,11488,2023-04-25,A
ELV,Export Loaded on Vessel,20DV,12736,2023-04-25,B
ELV,Export Loaded on Vessel,20DV,1472,2023-04-25,E
ELV,Export Loaded on Vessel,20DV,3120,2023-04-25,F
ELV,Export Loaded on Vessel,20DV,4592,2023-04-25,C
ELV,Export Loaded on Vessel,20DV,2656,2023-04-25,G
ELV,Export Loaded on Vessel,20RE,336,2023-04-25,A
ELV,Export Loaded on Vessel,20RE,80,2023-04-25,B
ELV,Export Loaded on Vessel,20RE,16,2023-04-25,E
ELV,Export Loaded on Vessel,20RE,48,2023-04-25,C
ELV,Export Loaded on Vessel,40DV,864,2023-04-25,A
ELV,Export Loaded on Vessel,40DV,768,2023-04-25,B
ELV,Export Loaded on Vessel,40DV,192,2023-04-25,E
ELV,Export Loaded on Vessel,40DV,128,2023-04-25,F
ELV,Export Loaded on Vessel,40DV,928,2023-04-25,C
ELV,Export Loaded on Vessel,40DV,96,2023-04-25,G
ELV,Export Loaded on Vessel,40HC,15936,2023-04-25,A
ELV,Export Loaded on Vessel,40HC,13408,2023-04-25,B
ELV,Export Loaded on Vessel,40HC,2992,2023-04-25,E
ELV,Export Loaded on Vessel,40HC,3872,2023-04-25,F
ELV,Export Loaded on Vessel,40HC,10416,2023-04-25,C
ELV,Export Loaded on Vessel,40HC,1856,2023-04-25,G
ELV,Export Loaded on Vessel,40HR,4304,2023-04-25,A
ELV,Export Loaded on Vessel,40HR,2672,2023-04-25,B
ELV,Export Loaded on Vessel,40HR,144,2023-04-25,E
ELV,Export Loaded on Vessel,40HR,240,2023-04-25,F
ELV,Export Loaded on Vessel,40HR,2800,2023-04-25,C
ELV,Export Loaded on Vessel,40HR,496,2023-04-25,G
IDV,Import Discharged from Vessel,20DV,4384,2023-04-25,A
IDV,Import Discharged from Vessel,20DV,25632,2023-04-25,B
IDV,Import Discharged from Vessel,20DV,1808,2023-04-25,E
IDV,Import Discharged from Vessel,20DV,2768,2023-04-25,F
IDV,Import Discharged from Vessel,20DV,6144,2023-04-25,C
IDV,Import Discharged from Vessel,20DV,320,2023-04-25,G
IDV,Import Discharged from Vessel,20RE,16,2023-04-25,A
IDV,Import Discharged from Vessel,20RE,48,2023-04-25,B
IDV,Import Discharged from Vessel,20RE,16,2023-04-25,C
IDV,Import Discharged from Vessel,40DV,400,2023-04-25,A
IDV,Import Discharged from Vessel,40DV,912,2023-04-25,B
IDV,Import Discharged from Vessel,40DV,96,2023-04-25,E
IDV,Import Discharged from Vessel,40DV,320,2023-04-25,F
IDV,Import Discharged from Vessel,40DV,384,2023-04-25,C
IDV,Import Discharged from Vessel,40DV,32,2023-04-25,G
IDV,Import Discharged from Vessel,40HC,5728,2023-04-25,A
IDV,Import Discharged from Vessel,40HC,34528,2023-04-25,B
IDV,Import Discharged from Vessel,40HC,1600,2023-04-25,E
IDV,Import Discharged from Vessel,40HC,6352,2023-04-25,F
IDV,Import Discharged from Vessel,40HC,4816,2023-04-25,C
IDV,Import Discharged from Vessel,40HC,176,2023-04-25,G
IDV,Import Discharged from Vessel,40HR,192,2023-04-25,A
IDV,Import Discharged from Vessel,40HR,7120,2023-04-25,B
IDV,Import Discharged from Vessel,40HR,560,2023-04-25,E
IDV,Import Discharged from Vessel,40HR,384,2023-04-25,F
IDV,Import Discharged from Vessel,40HR,720,2023-04-25,C
IDV,Import Discharged from Vessel,40HR,112,2023-04-25,G
ELV,Export Loaded on Vessel,20DV,8112,2023-04-26,A
ELV,Export Loaded on Vessel,20DV,20768,2023-04-26,B
ELV,Export Loaded on Vessel,20DV,1280,2023-04-26,E
ELV,Export Loaded on Vessel,20DV,1568,2023-04-26,F
ELV,Export Loaded on Vessel,20DV,2336,2023-04-26,C
ELV,Export Loaded on Vessel,20DV,2976,2023-04-26,G
ELV,Export Loaded on Vessel,20RE,32,2023-04-26,A
ELV,Export Loaded on Vessel,20RE,48,2023-04-26,B
ELV,Export Loaded on Vessel,20RE,16,2023-04-26,E
ELV,Export Loaded on Vessel,20RE,32,2023-04-26,F
ELV,Export Loaded on Vessel,20RE,128,2023-04-26,C
ELV,Export Loaded on Vessel,40DV,656,2023-04-26,A
ELV,Export Loaded on Vessel,40DV,368,2023-04-26,B
ELV,Export Loaded on Vessel,40DV,224,2023-04-26,E
ELV,Export Loaded on Vessel,40DV,176,2023-04-26,F
ELV,Export Loaded on Vessel,40DV,256,2023-04-26,C
ELV,Export Loaded on Vessel,40DV,112,2023-04-26,G
ELV,Export Loaded on Vessel,40HC,12240,2023-04-26,A
ELV,Export Loaded on Vessel,40HC,17504,2023-04-26,B
ELV,Export Loaded on Vessel,40HC,5776,2023-04-26,E
ELV,Export Loaded on Vessel,40HC,4544,2023-04-26,F
ELV,Export Loaded on Vessel,40HC,3280,2023-04-26,C
ELV,Export Loaded on Vessel,40HC,3088,2023-04-26,G
ELV,Export Loaded on Vessel,40HR,1632,2023-04-26,A
ELV,Export Loaded on Vessel,40HR,2896,2023-04-26,B
ELV,Export Loaded on Vessel,40HR,240,2023-04-26,E
ELV,Export Loaded on Vessel,40HR,448,2023-04-26,F
ELV,Export Loaded on Vessel,40HR,960,2023-04-26,C
ELV,Export Loaded on Vessel,40HR,1136,2023-04-26,G
IDV,Import Discharged from Vessel,20DV,3872,2023-04-26,A
IDV,Import Discharged from Vessel,20DV,24336,2023-04-26,B
IDV,Import Discharged from Vessel,20DV,2560,2023-04-26,E
IDV,Import Discharged from Vessel,20DV,288,2023-04-26,F
IDV,Import Discharged from Vessel,20DV,4000,2023-04-26,C
IDV,Import Discharged from Vessel,20DV,4480,2023-04-26,G
IDV,Import Discharged from Vessel,20RE,112,2023-04-26,B
IDV,Import Discharged from Vessel,20RE,96,2023-04-26,E
IDV,Import Discharged from Vessel,20RE,16,2023-04-26,C
IDV,Import Discharged from Vessel,40DV,480,2023-04-26,A
IDV,Import Discharged from Vessel,40DV,1504,2023-04-26,B
IDV,Import Discharged from Vessel,40DV,560,2023-04-26,E
IDV,Import Discharged from Vessel,40DV,16,2023-04-26,F
IDV,Import Discharged from Vessel,40DV,2064,2023-04-26,C
IDV,Import Discharged from Vessel,40DV,384,2023-04-26,G
IDV,Import Discharged from Vessel,40HC,4016,2023-04-26,A
IDV,Import Discharged from Vessel,40HC,26208,2023-04-26,B
IDV,Import Discharged from Vessel,40HC,4848,2023-04-26,E
IDV,Import Discharged from Vessel,40HC,944,2023-04-26,F
IDV,Import Discharged from Vessel,40HC,20592,2023-04-26,C
IDV,Import Discharged from Vessel,40HC,10272,2023-04-26,G
IDV,Import Discharged from Vessel,40HR,1152,2023-04-26,A
IDV,Import Discharged from Vessel,40HR,1664,2023-04-26,B
IDV,Import Discharged from Vessel,40HR,192,2023-04-26,E
IDV,Import Discharged from Vessel,40HR,80,2023-04-26,F
IDV,Import Discharged from Vessel,40HR,1536,2023-04-26,C
IDV,Import Discharged from Vessel,40HR,304,2023-04-26,G
ELV,Export Loaded on Vessel,20DV,5696,2023-04-27,A
ELV,Export Loaded on Vessel,20DV,21936,2023-04-27,B
ELV,Export Loaded on Vessel,20DV,2464,2023-04-27,E
ELV,Export Loaded on Vessel,20DV,4048,2023-04-27,F
ELV,Export Loaded on Vessel,20DV,3248,2023-04-27,C
ELV,Export Loaded on Vessel,20DV,9008,2023-04-27,G
ELV,Export Loaded on Vessel,20RE,48,2023-04-27,E
ELV,Export Loaded on Vessel,20RE,160,2023-04-27,F
ELV,Export Loaded on Vessel,20RE,32,2023-04-27,G
ELV,Export Loaded on Vessel,40DV,256,2023-04-27,A
ELV,Export Loaded on Vessel,40DV,640,2023-04-27,B
ELV,Export Loaded on Vessel,40DV,464,2023-04-27,E
ELV,Export Loaded on Vessel,40DV,336,2023-04-27,F
ELV,Export Loaded on Vessel,40DV,208,2023-04-27,C
ELV,Export Loaded on Vessel,40DV,128,2023-04-27,G
ELV,Export Loaded on Vessel,40HC,7040,2023-04-27,A
ELV,Export Loaded on Vessel,40HC,26816,2023-04-27,B
ELV,Export Loaded on Vessel,40HC,4368,2023-04-27,E
ELV,Export Loaded on Vessel,40HC,272,2023-04-27,D
ELV,Export Loaded on Vessel,40HC,4880,2023-04-27,F
ELV,Export Loaded on Vessel,40HC,3552,2023-04-27,C
ELV,Export Loaded on Vessel,40HC,3184,2023-04-27,G
ELV,Export Loaded on Vessel,40HR,944,2023-04-27,A
ELV,Export Loaded on Vessel,40HR,3328,2023-04-27,B
ELV,Export Loaded on Vessel,40HR,336,2023-04-27,E
ELV,Export Loaded on Vessel,40HR,48,2023-04-27,D
ELV,Export Loaded on Vessel,40HR,608,2023-04-27,F
ELV,Export Loaded on Vessel,40HR,160,2023-04-27,C
ELV,Export Loaded on Vessel,40HR,144,2023-04-27,G
IDV,Import Discharged from Vessel,20DV,768,2023-04-27,A
IDV,Import Discharged from Vessel,20DV,16128,2023-04-27,B
IDV,Import Discharged from Vessel,20DV,5072,2023-04-27,E
IDV,Import Discharged from Vessel,20DV,16,2023-04-27,D
IDV,Import Discharged from Vessel,20DV,320,2023-04-27,F
IDV,Import Discharged from Vessel,20DV,7520,2023-04-27,C
IDV,Import Discharged from Vessel,20DV,3536,2023-04-27,G
IDV,Import Discharged from Vessel,20RE,272,2023-04-27,B
IDV,Import Discharged from Vessel,20RE,32,2023-04-27,E
IDV,Import Discharged from Vessel,40DV,48,2023-04-27,A
IDV,Import Discharged from Vessel,40DV,1040,2023-04-27,B
IDV,Import Discharged from Vessel,40DV,1728,2023-04-27,E
IDV,Import Discharged from Vessel,40DV,272,2023-04-27,C
IDV,Import Discharged from Vessel,40DV,448,2023-04-27,G
IDV,Import Discharged from Vessel,40HC,624,2023-04-27,A
IDV,Import Discharged from Vessel,40HC,14208,2023-04-27,B
IDV,Import Discharged from Vessel,40HC,8048,2023-04-27,E
IDV,Import Discharged from Vessel,40HC,32,2023-04-27,D
IDV,Import Discharged from Vessel,40HC,464,2023-04-27,F
IDV,Import Discharged from Vessel,40HC,6528,2023-04-27,C
IDV,Import Discharged from Vessel,40HC,10144,2023-04-27,G
IDV,Import Discharged from Vessel,40HR,1424,2023-04-27,A
IDV,Import Discharged from Vessel,40HR,2080,2023-04-27,B
IDV,Import Discharged from Vessel,40HR,272,2023-04-27,E
IDV,Import Discharged from Vessel,40HR,32,2023-04-27,D
IDV,Import Discharged from Vessel,40HR,80,2023-04-27,F
IDV,Import Discharged from Vessel,40HR,5968,2023-04-27,C
IDV,Import Discharged from Vessel,40HR,1776,2023-04-27,G
ELV,Export Loaded on Vessel,20DV,10416,2023-04-28,A
ELV,Export Loaded on Vessel,20DV,10128,2023-04-28,B
ELV,Export Loaded on Vessel,20DV,2384,2023-04-28,E
ELV,Export Loaded on Vessel,20DV,1632,2023-04-28,F
ELV,Export Loaded on Vessel,20DV,2112,2023-04-28,C
ELV,Export Loaded on Vessel,20DV,304,2023-04-28,G
ELV,Export Loaded on Vessel,20RE,112,2023-04-28,A
ELV,Export Loaded on Vessel,20RE,96,2023-04-28,B
ELV,Export Loaded on Vessel,20RE,16,2023-04-28,F
ELV,Export Loaded on Vessel,20RE,96,2023-04-28,C
ELV,Export Loaded on Vessel,40DV,848,2023-04-28,A
ELV,Export Loaded on Vessel,40DV,1088,2023-04-28,B
ELV,Export Loaded on Vessel,40DV,192,2023-04-28,E
ELV,Export Loaded on Vessel,40DV,144,2023-04-28,F
ELV,Export Loaded on Vessel,40DV,304,2023-04-28,C
ELV,Export Loaded on Vessel,40DV,96,2023-04-28,G
ELV,Export Loaded on Vessel,40HC,9984,2023-04-28,A
ELV,Export Loaded on Vessel,40HC,13936,2023-04-28,B
ELV,Export Loaded on Vessel,40HC,3904,2023-04-28,E
ELV,Export Loaded on Vessel,40HC,16,2023-04-28,D
ELV,Export Loaded on Vessel,40HC,944,2023-04-28,F
ELV,Export Loaded on Vessel,40HC,4080,2023-04-28,C
ELV,Export Loaded on Vessel,40HC,320,2023-04-28,G
ELV,Export Loaded on Vessel,40HR,2960,2023-04-28,A
ELV,Export Loaded on Vessel,40HR,4160,2023-04-28,B
ELV,Export Loaded on Vessel,40HR,112,2023-04-28,E
ELV,Export Loaded on Vessel,40HR,48,2023-04-28,F
ELV,Export Loaded on Vessel,40HR,1488,2023-04-28,C
ELV,Export Loaded on Vessel,40HR,288,2023-04-28,G
IDV,Import Discharged from Vessel,20DV,9904,2023-04-28,A
IDV,Import Discharged from Vessel,20DV,32240,2023-04-28,B
IDV,Import Discharged from Vessel,20DV,4768,2023-04-28,E
IDV,Import Discharged from Vessel,20DV,384,2023-04-28,F
IDV,Import Discharged from Vessel,20DV,1936,2023-04-28,C
IDV,Import Discharged from Vessel,20DV,3040,2023-04-28,G
IDV,Import Discharged from Vessel,20RE,32,2023-04-28,B
IDV,Import Discharged from Vessel,40DV,416,2023-04-28,A
IDV,Import Discharged from Vessel,40DV,1968,2023-04-28,B
IDV,Import Discharged from Vessel,40DV,352,2023-04-28,E
IDV,Import Discharged from Vessel,40DV,48,2023-04-28,F
IDV,Import Discharged from Vessel,40DV,128,2023-04-28,C
IDV,Import Discharged from Vessel,40DV,16,2023-04-28,G
IDV,Import Discharged from Vessel,40HC,12288,2023-04-28,A
IDV,Import Discharged from Vessel,40HC,29616,2023-04-28,B
IDV,Import Discharged from Vessel,40HC,5888,2023-04-28,E
IDV,Import Discharged from Vessel,40HC,16,2023-04-28,D
IDV,Import Discharged from Vessel,40HC,1648,2023-04-28,F
IDV,Import Discharged from Vessel,40HC,1440,2023-04-28,C
IDV,Import Discharged from Vessel,40HC,3472,2023-04-28,G
IDV,Import Discharged from Vessel,40HR,3104,2023-04-28,A
IDV,Import Discharged from Vessel,40HR,1824,2023-04-28,B
IDV,Import Discharged from Vessel,40HR,224,2023-04-28,E
IDV,Import Discharged from Vessel,40HR,336,2023-04-28,F
IDV,Import Discharged from Vessel,40HR,1424,2023-04-28,C
IDV,Import Discharged from Vessel,40HR,656,2023-04-28,G
ELV,Export Loaded on Vessel,20DV,12272,2023-04-29,A
ELV,Export Loaded on Vessel,20DV,15520,2023-04-29,B
ELV,Export Loaded on Vessel,20DV,3648,2023-04-29,E
ELV,Export Loaded on Vessel,20DV,576,2023-04-29,F
ELV,Export Loaded on Vessel,20DV,1008,2023-04-29,C
ELV,Export Loaded on Vessel,20DV,2608,2023-04-29,G
