Start Event Type,Start Event Description,Equipment Type,Unit Count,Date,Start Event Location Full
ELV,Export Loaded on Vessel,20DV,10960,2022-01-10,G
ELV,Export Loaded on Vessel,20RE,144,2022-01-10,A
ELV,Export Loaded on Vessel,20RE,48,2022-01-10,B
ELV,Export Loaded on Vessel,20RE,16,2022-01-10,E
ELV,Export Loaded on Vessel,20RE,80,2022-01-10,C
ELV,Export Loaded on Vessel,40DV,928,2022-01-10,A
ELV,Export Loaded on Vessel,40DV,848,2022-01-10,B
ELV,Export Loaded on Vessel,40DV,80,2022-01-10,E
ELV,Export Loaded on Vessel,40DV,144,2022-01-10,F
ELV,Export Loaded on Vessel,40DV,464,2022-01-10,C
ELV,Export Loaded on Vessel,40DV,96,2022-01-10,G
ELV,Export Loaded on Vessel,40HC,18112,2022-01-10,A
ELV,Export Loaded on Vessel,40HC,12720,2022-01-10,B
ELV,Export Loaded on Vessel,40HC,1200,2022-01-10,E
ELV,Export Loaded on Vessel,40HC,1776,2022-01-10,F
ELV,Export Loaded on Vessel,40HC,3264,2022-01-10,C
ELV,Export Loaded on Vessel,40HC,2880,2022-01-10,G
ELV,Export Loaded on Vessel,40HR,2736,2022-01-10,A
ELV,Export Loaded on Vessel,40HR,1328,2022-01-10,B
ELV,Export Loaded on Vessel,40HR,80,2022-01-10,E
ELV,Export Loaded on Vessel,40HR,160,2022-01-10,F
ELV,Export Loaded on Vessel,40HR,1296,2022-01-10,C
ELV,Export Loaded on Vessel,40HR,1024,2022-01-10,G
IDV,Import Discharged from Vessel,20DV,10144,2022-01-10,A
IDV,Import Discharged from Vessel,20DV,19696,2022-01-10,B
IDV,Import Discharged from Vessel,20DV,256,2022-01-10,D
IDV,Import Discharged from Vessel,20DV,16,2022-01-10,F
IDV,Import Discharged from Vessel,20DV,5568,2022-01-10,C
IDV,Import Discharged from Vessel,20DV,320,2022-01-10,G
IDV,Import Discharged from Vessel,20RE,32,2022-01-10,C
IDV,Import Discharged from Vessel,40DV,416,2022-01-10,A
IDV,Import Discharged from Vessel,40DV,560,2022-01-10,B
IDV,Import Discharged from Vessel,40DV,640,2022-01-10,C
IDV,Import Discharged from Vessel,40HC,13056,2022-01-10,A
IDV,Import Discharged from Vessel,40HC,14608,2022-01-10,B
IDV,Import Discharged from Vessel,40HC,32,2022-01-10,D
IDV,Import Discharged from Vessel,40HC,160,2022-01-10,F
IDV,Import Discharged from Vessel,40HC,10112,2022-01-10,C
IDV,Import Discharged from Vessel,40HC,688,2022-01-10,G
IDV,Import Discharged from Vessel,40HR,256,2022-01-10,A
IDV,Import Discharged from Vessel,40HR,2400,2022-01-10,B
IDV,Import Discharged from Vessel,40HR,16,2022-01-10,D
IDV,Import Discharged from Vessel,40HR,4048,2022-01-10,C
IDV,Import Discharged from Vessel,40HR,32,2022-01-10,G
ELV,Export Loaded on Vessel,20DV,12640,2022-01-11,A
ELV,Export Loaded on Vessel,20DV,13280,2022-01-11,B
ELV,Export Loaded on Vessel,20DV,16,2022-01-11,E
ELV,Export Loaded on Vessel,20DV,3936,2022-01-11,F
ELV,Export Loaded on Vessel,20DV,912,2022-01-11,C
ELV,Export Loaded on Vessel,20DV,5264,2022-01-11,G
ELV,Export Loaded on Vessel,20RE,16,2022-01-11,A
ELV,Export Loaded on Vessel,20RE,224,2022-01-11,B
ELV,Export Loaded on Vessel,20RE,16,2022-01-11,F
ELV,Export Loaded on Vessel,20RE,16,2022-01-11,C
ELV,Export Loaded on Vessel,40DV,848,2022-01-11,A
ELV,Export Loaded on Vessel,40DV,1680,2022-01-11,B
ELV,Export Loaded on Vessel,40DV,320,2022-01-11,F
ELV,Export Loaded on Vessel,40DV,416,2022-01-11,C
ELV,Export Loaded on Vessel,40DV,16,2022-01-11,G
ELV,Export Loaded on Vessel,40HC,10592,2022-01-11,A
ELV,Export Loaded on Vessel,40HC,29424,2022-01-11,B
ELV,Export Loaded on Vessel,40HC,16,2022-01-11,E
ELV,Export Loaded on Vessel,40HC,288,2022-01-11,D
ELV,Export Loaded on Vessel,40HC,3600,2022-01-11,F
ELV,Export Loaded on Vessel,40HC,2912,2022-01-11,C
ELV,Export Loaded on Vessel,40HC,1312,2022-01-11,G
ELV,Export Loaded on Vessel,40HR,1200,2022-01-11,A
ELV,Export Loaded on Vessel,40HR,4736,2022-01-11,B
ELV,Export Loaded on Vessel,40HR,64,2022-01-11,F
ELV,Export Loaded on Vessel,40HR,560,2022-01-11,C
ELV,Export Loaded on Vessel,40HR,320,2022-01-11,G
IDV,Import Discharged from Vessel,20DV,8416,2022-01-11,A
IDV,Import Discharged from Vessel,20DV,10112,2022-01-11,B
IDV,Import Discharged from Vessel,20DV,192,2022-01-11,E
IDV,Import Discharged from Vessel,20DV,128,2022-01-11,D
IDV,Import Discharged from Vessel,20DV,816,2022-01-11,F
IDV,Import Discharged from Vessel,20DV,5712,2022-01-11,C
IDV,Import Discharged from Vessel,20DV,1856,2022-01-11,G
IDV,Import Discharged from Vessel,20RE,16,2022-01-11,A
IDV,Import Discharged from Vessel,20RE,16,2022-01-11,F
IDV,Import Discharged from Vessel,20RE,16,2022-01-11,C
IDV,Import Discharged from Vessel,40DV,656,2022-01-11,A
IDV,Import Discharged from Vessel,40DV,672,2022-01-11,B
IDV,Import Discharged from Vessel,40DV,16,2022-01-11,E
IDV,Import Discharged from Vessel,40DV,192,2022-01-11,F
IDV,Import Discharged from Vessel,40DV,240,2022-01-11,C
IDV,Import Discharged from Vessel,40DV,48,2022-01-11,G
IDV,Import Discharged from Vessel,40HC,14112,2022-01-11,A
IDV,Import Discharged from Vessel,40HC,10960,2022-01-11,B
IDV,Import Discharged from Vessel,40HC,224,2022-01-11,E
IDV,Import Discharged from Vessel,40HC,48,2022-01-11,D
IDV,Import Discharged from Vessel,40HC,4864,2022-01-11,F
IDV,Import Discharged from Vessel,40HC,2512,2022-01-11,C
IDV,Import Discharged from Vessel,40HC,2208,2022-01-11,G
IDV,Import Discharged from Vessel,40HR,528,2022-01-11,A
IDV,Import Discharged from Vessel,40HR,448,2022-01-11,B
IDV,Import Discharged from Vessel,40HR,48,2022-01-11,E
IDV,Import Discharged from Vessel,40HR,496,2022-01-11,F
IDV,Import Discharged from Vessel,40HR,608,2022-01-11,C
IDV,Import Discharged from Vessel,40HR,1776,2022-01-11,G
ELV,Export Loaded on Vessel,20DV,6896,2022-01-12,A
ELV,Export Loaded on Vessel,20DV,15696,2022-01-12,B
ELV,Export Loaded on Vessel,20DV,3616,2022-01-12,E
ELV,Export Loaded on Vessel,20DV,96,2022-01-12,F
ELV,Export Loaded on Vessel,20DV,496,2022-01-12,C
ELV,Export Loaded on Vessel,20DV,7088,2022-01-12,G
ELV,Export Loaded on Vessel,20RE,96,2022-01-12,A
ELV,Export Loaded on Vessel,20RE,64,2022-01-12,E
ELV,Export Loaded on Vessel,40DV,1008,2022-01-12,A
ELV,Export Loaded on Vessel,40DV,1264,2022-01-12,B
ELV,Export Loaded on Vessel,40DV,224,2022-01-12,E
ELV,Export Loaded on Vessel,40DV,176,2022-01-12,F
ELV,Export Loaded on Vessel,40DV,96,2022-01-12,C
ELV,Export Loaded on Vessel,40DV,144,2022-01-12,G
ELV,Export Loaded on Vessel,40HC,11968,2022-01-12,A
ELV,Export Loaded on Vessel,40HC,20128,2022-01-12,B
ELV,Export Loaded on Vessel,40HC,3184,2022-01-12,E
ELV,Export Loaded on Vessel,40HC,1520,2022-01-12,F
ELV,Export Loaded on Vessel,40HC,1408,2022-01-12,C
ELV,Export Loaded on Vessel,40HC,3552,2022-01-12,G
ELV,Export Loaded on Vessel,40HR,1456,2022-01-12,A
ELV,Export Loaded on Vessel,40HR,2176,2022-01-12,B
ELV,Export Loaded on Vessel,40HR,48,2022-01-12,E
ELV,Export Loaded on Vessel,40HR,32,2022-01-12,F
ELV,Export Loaded on Vessel,40HR,208,2022-01-12,C
ELV,Export Loaded on Vessel,40HR,48,2022-01-12,G
IDV,Import Discharged from Vessel,20DV,6864,2022-01-12,A
IDV,Import Discharged from Vessel,20DV,9808,2022-01-12,B
IDV,Import Discharged from Vessel,20DV,6016,2022-01-12,E
IDV,Import Discharged from Vessel,20DV,1216,2022-01-12,F
IDV,Import Discharged from Vessel,20DV,3152,2022-01-12,C
IDV,Import Discharged from Vessel,20DV,784,2022-01-12,G
IDV,Import Discharged from Vessel,20RE,32,2022-01-12,B
IDV,Import Discharged from Vessel,40DV,2128,2022-01-12,A
IDV,Import Discharged from Vessel,40DV,480,2022-01-12,B
IDV,Import Discharged from Vessel,40DV,288,2022-01-12,E
IDV,Import Discharged from Vessel,40DV,128,2022-01-12,F
IDV,Import Discharged from Vessel,40DV,304,2022-01-12,C
IDV,Import Discharged from Vessel,40HC,16832,2022-01-12,A
IDV,Import Discharged from Vessel,40HC,12256,2022-01-12,B
IDV,Import Discharged from Vessel,40HC,3680,2022-01-12,E
IDV,Import Discharged from Vessel,40HC,1536,2022-01-12,F
IDV,Import Discharged from Vessel,40HC,5664,2022-01-12,C
IDV,Import Discharged from Vessel,40HC,224,2022-01-12,G
IDV,Import Discharged from Vessel,40HR,2448,2022-01-12,A
IDV,Import Discharged from Vessel,40HR,560,2022-01-12,B
IDV,Import Discharged from Vessel,40HR,272,2022-01-12,E
IDV,Import Discharged from Vessel,40HR,32,2022-01-12,F
IDV,Import Discharged from Vessel,40HR,272,2022-01-12,C
IDV,Import Discharged from Vessel,40HR,384,2022-01-12,G
ELV,Export Loaded on Vessel,20DV,672,2022-01-13,A
ELV,Export Loaded on Vessel,20DV,20096,2022-01-13,B
ELV,Export Loaded on Vessel,20DV,4320,2022-01-13,E
ELV,Export Loaded on Vessel,20DV,720,2022-01-13,F
ELV,Export Loaded on Vessel,20DV,768,2022-01-13,C
ELV,Export Loaded on Vessel,20DV,4224,2022-01-13,G
ELV,Export Loaded on Vessel,20RE,96,2022-01-13,E
ELV,Export Loaded on Vessel,40DV,128,2022-01-13,A
ELV,Export Loaded on Vessel,40DV,464,2022-01-13,B
ELV,Export Loaded on Vessel,40DV,544,2022-01-13,E
ELV,Export Loaded on Vessel,40DV,208,2022-01-13,F
ELV,Export Loaded on Vessel,40DV,160,2022-01-13,G
ELV,Export Loaded on Vessel,40HC,1808,2022-01-13,A
ELV,Export Loaded on Vessel,40HC,17856,2022-01-13,B
ELV,Export Loaded on Vessel,40HC,11680,2022-01-13,E
ELV,Export Loaded on Vessel,40HC,1216,2022-01-13,F
ELV,Export Loaded on Vessel,40HC,480,2022-01-13,C
ELV,Export Loaded on Vessel,40HC,2864,2022-01-13,G
ELV,Export Loaded on Vessel,40HR,48,2022-01-13,A
ELV,Export Loaded on Vessel,40HR,2112,2022-01-13,B
ELV,Export Loaded on Vessel,40HR,592,2022-01-13,E
ELV,Export Loaded on Vessel,40HR,768,2022-01-13,F
ELV,Export Loaded on Vessel,40HR,144,2022-01-13,G
IDV,Import Discharged from Vessel,20DV,640,2022-01-13,A
IDV,Import Discharged from Vessel,20DV,10784,2022-01-13,B
IDV,Import Discharged from Vessel,20DV,400,2022-01-13,E
IDV,Import Discharged from Vessel,20DV,288,2022-01-13,F
IDV,Import Discharged from Vessel,20DV,1392,2022-01-13,C
IDV,Import Discharged from Vessel,20DV,48,2022-01-13,G
IDV,Import Discharged from Vessel,20RE,32,2022-01-13,B
IDV,Import Discharged from Vessel,40DV,624,2022-01-13,A
IDV,Import Discharged from Vessel,40DV,896,2022-01-13,B
IDV,Import Discharged from Vessel,40DV,224,2022-01-13,E
IDV,Import Discharged from Vessel,40DV,32,2022-01-13,F
IDV,Import Discharged from Vessel,40DV,16,2022-01-13,G
IDV,Import Discharged from Vessel,40HC,8080,2022-01-13,A
IDV,Import Discharged from Vessel,40HC,7232,2022-01-13,B
IDV,Import Discharged from Vessel,40HC,4608,2022-01-13,E
IDV,Import Discharged from Vessel,40HC,1600,2022-01-13,F
IDV,Import Discharged from Vessel,40HC,480,2022-01-13,C
IDV,Import Discharged from Vessel,40HC,64,2022-01-13,G
IDV,Import Discharged from Vessel,40HR,352,2022-01-13,A
IDV,Import Discharged from Vessel,40HR,336,2022-01-13,B
IDV,Import Discharged from Vessel,40HR,208,2022-01-13,F
IDV,Import Discharged from Vessel,40HR,48,2022-01-13,G
ELV,Export Loaded on Vessel,20DV,688,2022-01-14,A
ELV,Export Loaded on Vessel,20DV,10992,2022-01-14,B
ELV,Export Loaded on Vessel,20DV,2608,2022-01-14,E
ELV,Export Loaded on Vessel,20DV,752,2022-01-14,F
ELV,Export Loaded on Vessel,20DV,992,2022-01-14,C
ELV,Export Loaded on Vessel,20DV,9136,2022-01-14,G
ELV,Export Loaded on Vessel,20RE,32,2022-01-14,E
ELV,Export Loaded on Vessel,20RE,32,2022-01-14,F
ELV,Export Loaded on Vessel,40DV,496,2022-01-14,A
ELV,Export Loaded on Vessel,40DV,1152,2022-01-14,B
ELV,Export Loaded on Vessel,40DV,352,2022-01-14,E
ELV,Export Loaded on Vessel,40DV,48,2022-01-14,F
ELV,Export Loaded on Vessel,40DV,64,2022-01-14,C
ELV,Export Loaded on Vessel,40DV,112,2022-01-14,G
ELV,Export Loaded on Vessel,40HC,4800,2022-01-14,A
ELV,Export Loaded on Vessel,40HC,16960,2022-01-14,B
ELV,Export Loaded on Vessel,40HC,7536,2022-01-14,E
ELV,Export Loaded on Vessel,40HC,512,2022-01-14,F
ELV,Export Loaded on Vessel,40HC,272,2022-01-14,C
ELV,Export Loaded on Vessel,40HC,1072,2022-01-14,G
ELV,Export Loaded on Vessel,40HR,464,2022-01-14,A
ELV,Export Loaded on Vessel,40HR,1248,2022-01-14,B
ELV,Export Loaded on Vessel,40HR,112,2022-01-14,E
ELV,Export Loaded on Vessel,40HR,64,2022-01-14,F
ELV,Export Loaded on Vessel,40HR,288,2022-01-14,C
ELV,Export Loaded on Vessel,40HR,944,2022-01-14,G
IDV,Import Discharged from Vessel,20DV,3280,2022-01-14,A
IDV,Import Discharged from Vessel,20DV,16288,2022-01-14,B
IDV,Import Discharged from Vessel,20DV,2144,2022-01-14,E
IDV,Import Discharged from Vessel,20DV,944,2022-01-14,F
IDV,Import Discharged from Vessel,20DV,2752,2022-01-14,C
IDV,Import Discharged from Vessel,20DV,448,2022-01-14,G
IDV,Import Discharged from Vessel,20RE,16,2022-01-14,A
IDV,Import Discharged from Vessel,20RE,16,2022-01-14,B
IDV,Import Discharged from Vessel,40DV,656,2022-01-14,A
IDV,Import Discharged from Vessel,40DV,688,2022-01-14,B
IDV,Import Discharged from Vessel,40DV,560,2022-01-14,E
IDV,Import Discharged from Vessel,40DV,384,2022-01-14,F
IDV,Import Discharged from Vessel,40DV,496,2022-01-14,C
IDV,Import Discharged from Vessel,40DV,464,2022-01-14,G
IDV,Import Discharged from Vessel,40HC,9536,2022-01-14,A
IDV,Import Discharged from Vessel,40HC,20112,2022-01-14,B
IDV,Import Discharged from Vessel,40HC,3968,2022-01-14,E
IDV,Import Discharged from Vessel,40HC,2320,2022-01-14,F
IDV,Import Discharged from Vessel,40HC,5744,2022-01-14,C
IDV,Import Discharged from Vessel,40HC,5168,2022-01-14,G
IDV,Import Discharged from Vessel,40HR,192,2022-01-14,A
IDV,Import Discharged from Vessel,40HR,400,2022-01-14,B
IDV,Import Discharged from Vessel,40HR,16,2022-01-14,E
IDV,Import Discharged from Vessel,40HR,80,2022-01-14,F
IDV,Import Discharged from Vessel,40HR,1248,2022-01-14,C
IDV,Import Discharged from Vessel,40HR,224,2022-01-14,G
ELV,Export Loaded on Vessel,20DV,10496,2022-01-15,A
ELV,Export Loaded on Vessel,20DV,10544,2022-01-15,B
ELV,Export Loaded on Vessel,20DV,784,2022-01-15,E
ELV,Export Loaded on Vessel,20DV,1568,2022-01-15,F
ELV,Export Loaded on Vessel,20DV,7920,2022-01-15,C
ELV,Export Loaded on Vessel,20DV,8928,2022-01-15,G
ELV,Export Loaded on Vessel,20RE,16,2022-01-15,A
ELV,Export Loaded on Vessel,20RE,128,2022-01-15,F
ELV,Export Loaded on Vessel,20RE,16,2022-01-15,C
ELV,Export Loaded on Vessel,40DV,1568,2022-01-15,A
ELV,Export Loaded on Vessel,40DV,1360,2022-01-15,B
ELV,Export Loaded on Vessel,40DV,16,2022-01-15,E
ELV,Export Loaded on Vessel,40DV,160,2022-01-15,F
ELV,Export Loaded on Vessel,40DV,448,2022-01-15,C
ELV,Export Loaded on Vessel,40DV,160,2022-01-15,G
ELV,Export Loaded on Vessel,40HC,10272,2022-01-15,A
ELV,Export Loaded on Vessel,40HC,13072,2022-01-15,B
ELV,Export Loaded on Vessel,40HC,416,2022-01-15,E
ELV,Export Loaded on Vessel,40HC,2640,2022-01-15,F
ELV,Export Loaded on Vessel,40HC,4608,2022-01-15,C
ELV,Export Loaded on Vessel,40HC,3584,2022-01-15,G
ELV,Export Loaded on Vessel,40HR,1472,2022-01-15,A
ELV,Export Loaded on Vessel,40HR,320,2022-01-15,B
ELV,Export Loaded on Vessel,40HR,640,2022-01-15,F
ELV,Export Loaded on Vessel,40HR,1664,2022-01-15,C
ELV,Export Loaded on Vessel,40HR,720,2022-01-15,G
IDV,Import Discharged from Vessel,20DV,16720,2022-01-15,A
IDV,Import Discharged from Vessel,20DV,24368,2022-01-15,B
IDV,Import Discharged from Vessel,20DV,144,2022-01-15,E
IDV,Import Discharged from Vessel,20DV,2256,2022-01-15,F
IDV,Import Discharged from Vessel,20DV,1872,2022-01-15,C
IDV,Import Discharged from Vessel,20DV,7200,2022-01-15,G
IDV,Import Discharged from Vessel,20RE,16,2022-01-15,A
IDV,Import Discharged from Vessel,40DV,416,2022-01-15,A
IDV,Import Discharged from Vessel,40DV,592,2022-01-15,B
IDV,Import Discharged from Vessel,40DV,176,2022-01-15,E
IDV,Import Discharged from Vessel,40DV,336,2022-01-15,F
IDV,Import Discharged from Vessel,40DV,192,2022-01-15,C
IDV,Import Discharged from Vessel,40DV,624,2022-01-15,G
IDV,Import Discharged from Vessel,40HC,10672,2022-01-15,A
IDV,Import Discharged from Vessel,40HC,21440,2022-01-15,B
IDV,Import Discharged from Vessel,40HC,160,2022-01-15,E
IDV,Import Discharged from Vessel,40HC,2176,2022-01-15,F
IDV,Import Discharged from Vessel,40HC,1952,2022-01-15,C
IDV,Import Discharged from Vessel,40HC,5440,2022-01-15,G
IDV,Import Discharged from Vessel,40HR,256,2022-01-15,A
IDV,Import Discharged from Vessel,40HR,2912,2022-01-15,B
IDV,Import Discharged from Vessel,40HR,5472,2022-01-15,C
IDV,Import Discharged from Vessel,40HR,192,2022-01-15,G
ELV,Export Loaded on Vessel,20DV,9792,2022-01-16,A
ELV,Export Loaded on Vessel,20DV,18832,2022-01-16,B
ELV,Export Loaded on Vessel,20DV,1728,2022-01-16,E
ELV,Export Loaded on Vessel,20DV,960,2022-01-16,F
ELV,Export Loaded on Vessel,20DV,8592,2022-01-16,C
ELV,Export Loaded on Vessel,20DV,3648,2022-01-16,G
ELV,Export Loaded on Vessel,20RE,96,2022-01-16,A
ELV,Export Loaded on Vessel,20RE,144,2022-01-16,B
ELV,Export Loaded on Vessel,20RE,16,2022-01-16,F
ELV,Export Loaded on Vessel,20RE,48,2022-01-16,C
ELV,Export Loaded on Vessel,40DV,592,2022-01-16,A
ELV,Export Loaded on Vessel,40DV,1088,2022-01-16,B
ELV,Export Loaded on Vessel,40DV,144,2022-01-16,E
ELV,Export Loaded on Vessel,40DV,240,2022-01-16,F
ELV,Export Loaded on Vessel,40DV,752,2022-01-16,C
ELV,Export Loaded on Vessel,40HC,5984,2022-01-16,A
ELV,Export Loaded on Vessel,40HC,24032,2022-01-16,B
ELV,Export Loaded on Vessel,40HC,1200,2022-01-16,E
ELV,Export Loaded on Vessel,40HC,48,2022-01-16,D
ELV,Export Loaded on Vessel,40HC,4656,2022-01-16,F
ELV,Export Loaded on Vessel,40HC,7040,2022-01-16,C
ELV,Export Loaded on Vessel,40HC,1472,2022-01-16,G
ELV,Export Loaded on Vessel,40HR,1984,2022-01-16,A
ELV,Export Loaded on Vessel,40HR,3552,2022-01-16,B
ELV,Export Loaded on Vessel,40HR,32,2022-01-16,E
ELV,Export Loaded on Vessel,40HR,272,2022-01-16,F
ELV,Export Loaded on Vessel,40HR,368,2022-01-16,C
ELV,Export Loaded on Vessel,40HR,1296,2022-01-16,G
IDV,Import Discharged from Vessel,20DV,7936,2022-01-16,A
IDV,Import Discharged from Vessel,20DV,6384,2022-01-16,B
IDV,Import Discharged from Vessel,20DV,5104,2022-01-16,E
IDV,Import Discharged from Vessel,20DV,816,2022-01-16,F
IDV,Import Discharged from Vessel,20DV,1888,2022-01-16,C
IDV,Import Discharged from Vessel,20DV,480,2022-01-16,G
IDV,Import Discharged from Vessel,40DV,400,2022-01-16,A
IDV,Import Discharged from Vessel,40DV,192,2022-01-16,B
IDV,Import Discharged from Vessel,40DV,512,2022-01-16,E
IDV,Import Discharged from Vessel,40DV,32,2022-01-16,F
IDV,Import Discharged from Vessel,40DV,64,2022-01-16,C
IDV,Import Discharged from Vessel,40DV,80,2022-01-16,G
IDV,Import Discharged from Vessel,40HC,10128,2022-01-16,A
IDV,Import Discharged from Vessel,40HC,7920,2022-01-16,B
IDV,Import Discharged from Vessel,40HC,6992,2022-01-16,E
IDV,Import Discharged from Vessel,40HC,1184,2022-01-16,F
IDV,Import Discharged from Vessel,40HC,1104,2022-01-16,C
IDV,Import Discharged from Vessel,40HC,1040,2022-01-16,G
IDV,Import Discharged from Vessel,40HR,288,2022-01-16,A
IDV,Import Discharged from Vessel,40HR,1024,2022-01-16,B
IDV,Import Discharged from Vessel,40HR,16,2022-01-16,E
IDV,Import Discharged from Vessel,40HR,192,2022-01-16,F
IDV,Import Discharged from Vessel,40HR,544,2022-01-16,C
IDV,Import Discharged from Vessel,40HR,32,2022-01-16,G
ELV,Export Loaded on Vessel,20DV,12304,2022-01-17,A
ELV,Export Loaded on Vessel,20DV,24016,2022-01-17,B
ELV,Export Loaded on Vessel,20DV,1920,2022-01-17,E
ELV,Export Loaded on Vessel,20DV,1552,2022-01-17,F
ELV,Export Loaded on Vessel,20DV,2976,2022-01-17,C
ELV,Export Loaded on Vessel,20DV,1232,2022-01-17,G
ELV,Export Loaded on Vessel,20RE,64,2022-01-17,A
ELV,Export Loaded on Vessel,20RE,96,2022-01-17,B
ELV,Export Loaded on Vessel,20RE,32,2022-01-17,C
ELV,Export Loaded on Vessel,40DV,688,2022-01-17,A
ELV,Export Loaded on Vessel,40DV,1296,2022-01-17,B
ELV,Export Loaded on Vessel,40DV,112,2022-01-17,E
ELV,Export Loaded on Vessel,40DV,96,2022-01-17,F
ELV,Export Loaded on Vessel,40DV,160,2022-01-17,C
ELV,Export Loaded on Vessel,40DV,48,2022-01-17,G
ELV,Export Loaded on Vessel,40HC,7536,2022-01-17,A
ELV,Export Loaded on Vessel,40HC,19744,2022-01-17,B
ELV,Export Loaded on Vessel,40HC,1680,2022-01-17,E
ELV,Export Loaded on Vessel,40HC,2240,2022-01-17,F
ELV,Export Loaded on Vessel,40HC,1984,2022-01-17,C
ELV,Export Loaded on Vessel,40HC,1296,2022-01-17,G
ELV,Export Loaded on Vessel,40HR,2992,2022-01-17,A
ELV,Export Loaded on Vessel,40HR,4272,2022-01-17,B
ELV,Export Loaded on Vessel,40HR,336,2022-01-17,F
ELV,Export Loaded on Vessel,40HR,1344,2022-01-17,C
ELV,Export Loaded on Vessel,40HR,1424,2022-01-17,G
IDV,Import Discharged from Vessel,20DV,10304,2022-01-17,A
IDV,Import Discharged from Vessel,20DV,7152,2022-01-17,B
IDV,Import Discharged from Vessel,20DV,1936,2022-01-17,E
IDV,Import Discharged from Vessel,20DV,2208,2022-01-17,F
IDV,Import Discharged from Vessel,20DV,1088,2022-01-17,C
IDV,Import Discharged from Vessel,20DV,1408,2022-01-17,G
IDV,Import Discharged from Vessel,40DV,640,2022-01-17,A
IDV,Import Discharged from Vessel,40DV,320,2022-01-17,B
IDV,Import Discharged from Vessel,40DV,336,2022-01-17,E
IDV,Import Discharged from Vessel,40DV,304,2022-01-17,F
IDV,Import Discharged from Vessel,40DV,320,2022-01-17,C
IDV,Import Discharged from Vessel,40DV,640,2022-01-17,G
IDV,Import Discharged from Vessel,40HC,10320,2022-01-17,A
IDV,Import Discharged from Vessel,40HC,10896,2022-01-17,B
IDV,Import Discharged from Vessel,40HC,3600,2022-01-17,E
IDV,Import Discharged from Vessel,40HC,3232,2022-01-17,F
IDV,Import Discharged from Vessel,40HC,5456,2022-01-17,C
IDV,Import Discharged from Vessel,40HC,3792,2022-01-17,G
